기간	컬럼1	컬럼2	합계	합계	합계	자영업주 및 무급가족	자영업주 및 무급가족	상용근로자	상용근로자	임시 및 일용근로자	임시 및 일용근로자	기타 종사자	기타 종사자
2017	금천구	가산동	14,339	157,491	55,279	6,691	2,348	129,529	45,592	17,725	6,002	3,546	1,337
2017	금천구	독산1동	4,085	24,308	9,331	3,429	1,235	16,900	6,067	3,184	1,546	795	483
2017	금천구	독산2동	1,194	3,584	1,795	1,283	555	1,427	768	739	386	135	86
2017	금천구	독산3동	2,174	8,040	3,561	2,388	1,009	4,461	1,859	1,110	643	81	50
2017	금천구	독산4동	1,018	3,286	1,713	1,134	498	1,419	714	706	488	27	13
2017	금천구	시흥1동	3,023	13,776	7,137	3,050	1,388	8,308	4,379	2,121	1,108	297	262
2017	금천구	시흥2동	577	2,005	1,231	567	189	1,152	842	131	91	155	109
2017	금천구	시흥3동	3,325	10,223	2,896	2,866	649	5,887	1,944	1,381	275	89	28
2017	금천구	시흥4동	855	1,975	1,119	908	340	698	509	234	148	135	122
2017	금천구	시흥5동	1,160	3,312	1,770	1,240	556	1,628	890	405	295	39	29
2017	영등포구	소계	43,163	362,800	152,293	35,457	13,690	281,830	117,226	31,528	13,747	13,985	7,630
2017	영등포구	여의동	8,082	150,277	58,135	4,122	1,893	132,647	51,092	10,267	3,981	3,241	1,169
2017	영등포구	당산1동	3,153	19,916	9,059	2,629	1,012	13,398	6,121	2,176	810	1,713	1,116
2017	영등포구	당산2동	2,245	20,112	9,243	1,687	735	15,000	6,497	1,152	574	2,273	1,437
2017	영등포구	양평1동	3,114	23,033	9,678	2,503	530	18,179	8,347	1,810	490	541	311
2017	영등포구	양평2동	2,102	18,290	6,828	1,495	582	14,235	5,188	2,171	924	389	134
2017	영등포구	신길1동	1,157	6,772	2,905	1,237	560	4,819	1,831	675	486	41	28
2017	영등포구	신길3동	1,555	3,105	1,312	1,656	492	1,231	722	211	96	7	2
2017	영등포구	신길4동	484	1,637	912	503	192	794	428	228	180	112	112
2017	영등포구	신길5동	604	2,753	1,100	605	239	1,402	610	665	198	81	53
2017	영등포구	신길6동	1,282	4,564	2,444	1,270	545	2,661	1,463	563	378	70	58
2017	영등포구	신길7동	594	2,615	1,243	502	208	1,868	883	217	142	28	10
2017	영등포구	대림1동	1,094	4,347	2,567	1,160	536	2,720	1,773	436	242	31	16
2017	영등포구	대림2동	1,415	4,615	2,553	1,628	853	2,459	1,326	381	264	147	110
2017	영등포구	대림3동	2,140	9,929	4,378	2,053	832	6,492	2,788	1,014	492	370	266
2017	영등포구	영등포본동	1,482	5,520	2,915	1,406	632	2,886	1,608	1,107	634	121	41
2017	영등포구	영등포동	6,320	39,149	19,033	5,724	2,281	27,512	13,745	3,880	2,015	2,033	992
2017	영등포구	도림동	1,052	3,638	1,397	1,015	385	2,082	824	478	151	63	37
2017	영등포구	문래동	5,288	42,528	16,591	4,262	1,183	31,445	11,980	4,097	1,690	2,724	1,738
2017	동작구	소계	19,966	110,422	57,038	20,921	9,472	65,698	34,303	17,158	9,475	6,645	3,788
2017	동작구	노량진2동	1,634	6,715	3,083	1,999	892	3,971	1,676	514	313	231	202
2017	동작구	상도1동	1,697	8,757	4,310	1,738	794	4,295	2,120	1,297	742	1,427	654
2017	동작구	상도2동	1,344	5,059	2,748	1,386	674	2,779	1,498	691	431	203	145
2017	동작구	상도3동	1,017	2,937	1,524	1,109	466	1,236	745	398	198	194	115
2017	동작구	상도4동	934	2,787	1,554	1,029	431	1,503	991	249	131	6	1
2017	동작구	사당1동	1,856	10,295	5,409	1,723	752	5,174	2,637	1,698	882	1,700	1,138
2017	동작구	사당3동	959	4,219	2,086	919	388	2,250	1,171	912	417	138	110
2017	동작구	사당4동	664	1,791	976	714	306	795	479	279	188	3	3
2017	동작구	사당5동	508	1,738	802	498	193	894	462	212	107	134	40
2017	동작구	대방동	1,734	12,303	5,451	1,653	701	7,793	3,638	2,266	771	591	341
2017	동작구	신대방1동	1,052	4,104	1,979	1,074	518	2,237	1,110	531	245	262	106
2017	동작구	신대방2동	1,238	23,348	12,953	1,091	503	19,271	10,319	2,345	1,657	641	474
2017	동작구	흑석동	1,514	10,524	5,642	1,604	796	5,762	3,015	2,849	1,665	309	166
2017	동작구	노량진1동	2,148	9,368	4,746	2,584	1,225	4,158	2,237	1,889	1,034	737	250
2017	동작구	사당2동	1,667	6,477	3,775	1,800	833	3,580	2,205	1,028	694	69	43
2017	관악구	소계	26,374	115,390	54,992	27,323	11,451	58,896	29,113	23,277	11,067	5,894	3,361
2017	관악구	보라매동	1,407	7,026	3,473	1,356	641	3,913	1,929	1,136	669	621	234
2017	관악구	청림동	446	1,262	730	484	230	549	349	152	86	77	65
2017	관악구	행운동	1,480	6,467	3,526	1,507	671	2,903	1,502	1,807	1,179	250	174
2017	관악구	낙성대동	1,323	7,768	3,376	1,297	533	4,577	2,036	1,226	570	668	237
2017	관악구	중앙동	1,028	4,941	2,651	1,044	427	2,369	1,452	1,032	449	496	323
2017	관악구	인헌동	1,025	4,017	2,150	1,095	503	2,238	1,262	607	349	77	36
2017	관악구	남현동	846	4,905	2,295	796	345	2,414	1,178	1,496	644	199	128
2017	관악구	서원동	1,312	7,024	3,817	1,299	576	3,566	2,000	1,869	1,015	290	226
2017	관악구	신원동	847	2,355	1,372	1,027	483	953	626	347	238	28	25
2017	관악구	서림동	1,311	3,331	1,257	1,382	389	1,426	603	399	195	124	70
2017	관악구	신사동	1,384	4,721	2,223	1,519	662	1,703	909	1,024	406	475	246
2017	관악구	신림동	1,659	5,964	2,913	1,876	870	2,705	1,359	1,016	448	367	236
2017	관악구	난향동	426	2,144	1,138	434	159	1,525	863	165	102	20	14
2017	관악구	조원동	2,215	7,919	3,386	2,383	904	3,704	1,409	1,425	784	407	289
2017	관악구	대학동	1,669	12,981	5,868	1,620	734	8,525	3,495	2,554	1,501	282	138
2017	관악구	은천동	1,640	7,316	3,329	1,669	695	3,453	1,712	1,593	532	601	390
2017	관악구	성현동	877	2,928	1,575	875	347	1,680	1,004	341	198	32	26
2017	관악구	청룡동	1,856	11,363	4,721	1,803	785	5,833	2,606	3,261	987	466	343
2017	관악구	난곡동	973	2,426	1,264	1,050	377	1,104	724	239	140	33	23
2017	관악구	삼성동	1,052	2,338	1,129	1,134	445	1,053	601	135	76	16	7
2017	관악구	미성동	1,598	6,194	2,799	1,673	675	2,703	1,494	1,453	499	365	131
2017	서초구	소계	46,207	436,763	174,308	32,796	14,247	319,131	133,427	73,339	20,848	11,497	5,786
2017	서초구	서초1동	3,612	34,095	13,024	2,294	842	24,722	10,191	6,833	1,905	246	86
2017	서초구	서초2동	4,356	53,006	17,579	2,358	1,011	35,550	14,033	13,812	1,869	1,286	666
2017	서초구	서초3동	7,525	78,122	32,161	4,621	1,587	63,614	27,035	7,641	2,420	2,246	1,119
2017	서초구	서초4동	2,869	27,550	13,895	2,167	872	21,158	10,729	3,199	1,663	1,026	631
2017	서초구	잠원동	2,137	17,616	7,128	1,640	751	13,241	5,354	2,111	651	624	372
2017	서초구	반포본동	682	2,652	1,440	633	379	1,554	758	231	145	234	158
2017	서초구	반포1동	1,508	9,952	4,366	1,230	592	7,008	3,048	1,310	434	404	292
2017	서초구	반포2동	455	2,670	1,378	391	219	2,014	1,021	183	103	82	35
2017	서초구	반포3동	969	7,480	3,559	852	443	4,965	2,294	1,302	676	361	146
2017	서초구	반포4동	3,586	30,004	15,573	3,106	1,733	21,477	11,358	4,591	2,209	830	273
2017	서초구	방배본동	1,583	8,705	3,699	1,341	636	6,076	2,439	1,148	544	140	80
2017	서초구	방배1동	1,805	17,008	7,351	1,384	645	10,492	5,725	4,719	791	413	190
2017	서초구	방배2동	1,977	18,695	8,463	1,562	665	12,809	5,984	3,178	1,202	1,146	612
2017	서초구	방배3동	1,196	14,893	4,806	822	375	9,118	3,360	4,661	970	292	101
2017	서초구	방배4동	2,396	14,199	6,536	1,879	791	10,183	4,701	1,636	657	501	387
2017	서초구	양재1동	3,599	43,639	14,949	2,390	997	31,978	11,413	8,663	2,288	608	251
2017	서초구	양재2동	5,271	49,006	15,821	3,487	1,420	37,751	12,115	6,877	1,976	891	310
2017	서초구	내곡동	681	7,471	2,580	639	289	5,421	1,869	1,244	345	167	77
2017	강남구	소계	72,511	679,047	300,039	46,422	19,712	522,919	233,349	80,800	32,114	28,906	14,864
2017	강남구	신사동	4,365	26,783	14,346	3,152	1,357	20,093	10,904	2,609	1,544	929	541
2017	강남구	논현1동	5,578	40,669	19,045	3,692	1,486	30,818	14,680	5,132	2,141	1,027	738
2017	강남구	논현2동	5,542	59,822	25,307	3,297	1,390	47,468	20,802	7,186	2,406	1,871	709
2017	강남구	삼성1동	4,169	62,947	26,257	1,942	899	52,503	21,742	8,082	3,444	420	172
2017	강남구	삼성2동	3,740	42,389	17,999	2,158	941	33,567	14,153	3,703	1,686	2,961	1,219
2017	강남구	대치1동	1,133	7,278	4,075	947	462	4,376	2,513	1,040	639	915	461
2017	강남구	대치4동	3,699	29,228	12,174	2,775	1,206	21,277	8,052	2,829	1,590	2,347	1,326
2017	강남구	역삼1동	15,590	146,000	60,833	8,243	3,303	112,926	46,289	16,658	6,923	8,173	4,318
2017	강남구	역삼2동	3,480	40,049	17,860	2,009	865	31,880	14,764	4,035	1,098	2,125	1,133
2017	강남구	도곡1동	1,688	15,994	6,689	1,169	491	11,252	4,989	2,376	671	1,197	538
2017	강남구	도곡2동	1,858	22,508	9,003	1,108	546	16,695	7,058	4,079	1,165	626	234
2017	강남구	개포1동	467	1,460	499	475	185	934	285	50	29	1	-
2017	강남구	개포4동	2,182	11,888	4,213	1,519	567	8,088	2,998	1,932	463	349	185
2017	강남구	일원본동	448	8,210	5,919	396	218	7,684	5,644	124	53	6	4
2017	강남구	일원1동	2,162	7,064	2,676	2,170	456	3,202	1,519	1,600	670	92	31
2017	강남구	일원2동	646	8,831	2,452	526	246	7,807	1,868	451	299	47	39
2017	강남구	수서동	1,527	17,219	6,759	819	336	12,704	5,308	3,381	994	315	121
2017	강남구	세곡동	1,025	5,389	2,413	910	345	3,673	1,712	451	291	355	65
2017	강남구	압구정동	4,131	28,141	16,047	2,948	1,359	21,456	12,323	2,469	1,484	1,268	881
2017	강남구	청담동	4,432	39,229	20,543	3,022	1,524	29,190	15,584	5,705	2,537	1,312	898
2017	강남구	대치2동	3,965	54,807	23,122	2,494	1,201	43,312	19,012	6,561	1,755	2,440	1,154
2017	강남구	개포2동	684	3,142	1,808	651	329	2,014	1,150	347	232	130	97
2017	송파구	소계	46,676	329,447	130,869	38,942	16,423	218,109	87,752	63,022	21,310	9,374	5,384
2017	송파구	풍납1동	752	2,611	1,386	787	354	1,366	765	338	147	120	120
2017	송파구	풍납2동	1,168	15,033	9,090	1,121	479	13,120	8,286	641	305	151	20
2017	송파구	거여1동	839	3,732	1,788	857	328	2,196	983	411	264	268	213
2017	송파구	거여2동	905	4,088	1,934	861	320	2,269	989	784	465	174	160
2017	송파구	마천1동	960	2,333	1,152	1,039	411	1,042	585	211	127	41	29
2017	송파구	마천2동	1,352	4,337	1,877	1,365	542	2,668	1,177	281	150	23	8
2017	송파구	방이1동	1,382	9,915	3,818	1,192	551	5,644	2,199	2,543	682	536	386
2017	송파구	방이2동	2,940	21,081	7,159	2,346	979	12,970	4,751	4,653	1,030	1,112	399
2017	송파구	오륜동	522	4,455	2,122	413	254	3,266	1,481	739	362	37	25
2017	송파구	오금동	2,378	15,311	6,560	2,153	861	10,508	4,111	2,551	1,516	99	72
2017	송파구	송파1동	2,535	14,100	5,297	2,181	809	5,966	2,371	4,807	1,368	1,146	749
2017	송파구	송파2동	893	4,134	1,993	822	392	2,680	1,299	457	194	175	108
2017	송파구	석촌동	2,570	15,121	6,392	2,340	1,007	8,041	3,686	3,835	972	905	727
2017	송파구	삼전동	2,080	14,428	4,425	1,978	829	7,336	2,814	4,838	601	276	181
2017	송파구	가락본동	3,587	26,403	9,840	2,656	1,106	17,768	7,275	5,433	1,158	546	301
2017	송파구	가락1동	2,800	10,718	3,162	1,113	434	9,039	2,493	546	235	20	-
2017	송파구	가락2동	1,869	9,696	4,413	1,672	741	6,151	2,745	1,727	865	146	62
2017	송파구	문정1동	1,370	9,087	3,263	1,183	507	6,395	2,214	1,387	482	122	60
2017	송파구	문정2동	5,153	41,271	13,236	3,480	1,154	27,361	9,483	9,608	2,433	822	166
2017	송파구	장지동	1,388	10,344	3,447	1,246	489	7,554	2,369	1,392	488	152	101
2017	송파구	위례동	533	3,457	1,438	478	236	2,443	840	483	322	53	40
2017	송파구	잠실본동	3,037	22,895	9,318	2,946	1,309	14,257	5,768	5,216	1,939	476	302
2017	송파구	잠실4동	495	1,957	1,224	502	273	1,170	746	254	182	31	23
2017	송파구	잠실6동	2,620	46,806	17,257	1,899	750	37,461	13,057	5,950	2,526	1,496	924
2017	송파구	잠실7동	202	1,244	702	195	113	840	505	103	43	106	41
2017	송파구	잠실2동	757	4,563	2,419	755	418	2,941	1,589	699	382	168	30
2017	송파구	잠실3동	1,589	10,327	6,157	1,362	777	5,657	3,171	3,135	2,072	173	137
2017	강동구	소계	29,952	146,512	68,934	30,289	12,240	85,562	40,881	23,599	10,771	7,062	5,042
2017	강동구	강일동	955	14,962	3,683	847	295	12,505	2,892	1,400	366	210	130
2017	강동구	상일동	976	5,538	2,656	1,010	357	3,754	1,845	647	357	127	97
2017	강동구	명일1동	1,665	6,341	3,659	1,771	853	3,353	2,018	802	427	415	361
2017	강동구	명일2동	1,134	4,752	2,712	1,123	527	2,502	1,494	785	470	342	221
2017	강동구	고덕1동	714	2,390	1,257	738	317	1,289	754	258	119	105	67
2017	강동구	고덕2동	1,666	3,034	930	1,692	260	966	456	284	167	92	47
2017	강동구	암사2동	864	5,290	2,838	845	349	2,429	1,438	1,824	887	192	164
2017	강동구	암사3동	614	2,121	1,061	617	243	1,168	700	318	100	18	18
2017	강동구	천호1동	1,575	6,253	3,063	1,641	617	2,972	1,634	1,287	540	353	272
2017	강동구	천호3동	1,859	7,527	3,645	1,844	793	4,291	1,933	822	440	570	479
2017	강동구	성내1동	2,102	22,241	10,098	1,711	654	14,439	7,263	5,206	1,681	885	500
2017	강동구	성내2동	1,952	7,860	4,341	2,027	869	3,187	1,672	1,615	924	1,031	876
2017	강동구	성내3동	2,427	9,289	4,543	2,520	1,110	5,372	2,685	1,071	531	326	217
2017	강동구	둔촌1동	102	540	203	86	18	436	176	18	9	-	-
2017	강동구	둔촌2동	1,627	9,182	4,516	1,595	656	6,334	3,215	992	436	261	209
2017	강동구	암사1동	1,936	5,684	2,621	2,166	901	2,523	1,298	856	369	139	53
2017	강동구	천호2동	3,730	14,996	7,861	3,743	1,692	7,992	4,131	2,457	1,485	804	553
2017	강동구	길동	4,054	18,512	9,247	4,313	1,729	10,050	5,277	2,957	1,463	1,192	778
