기간	컬럼1	컬럼2	합계	합계	합계	자영업주 및 무급가족	자영업주 및 무급가족	상용근로자	상용근로자	임시 및 일용근로자	임시 및 일용근로자	기타 종사자	기타 종사자
2017	성북구	정릉2동	887	2,819	1,361	952	356	1,397	750	344	205	126	50
2017	성북구	정릉3동	677	4,302	1,947	663	271	2,571	1,105	1,012	534	56	37
2017	성북구	정릉4동	921	4,242	1,773	977	390	2,824	1,079	265	182	176	122
2017	성북구	길음1동	1,092	3,950	2,452	1,172	577	2,202	1,458	452	318	124	99
2017	성북구	길음2동	935	4,269	2,601	868	418	2,591	1,553	461	351	349	279
2017	성북구	월곡1동	1,351	5,039	2,540	1,410	582	2,749	1,412	732	455	148	91
2017	성북구	월곡2동	1,589	7,619	3,393	1,731	735	4,367	1,806	1,501	845	20	7
2017	성북구	장위1동	928	2,339	1,262	1,000	383	841	542	443	302	55	35
2017	성북구	장위2동	1,478	4,599	2,316	1,786	761	1,713	768	1,051	754	49	33
2017	성북구	장위3동	628	2,722	1,244	707	247	1,454	631	432	294	129	72
2017	성북구	성북동	1,132	5,170	2,609	987	468	3,251	1,566	793	503	139	72
2017	성북구	삼선동	1,906	10,312	5,370	1,993	925	6,570	3,393	1,376	783	373	269
2017	성북구	동선동	1,995	9,940	5,454	2,079	956	5,087	2,844	2,370	1,344	404	310
2017	성북구	종암동	2,022	7,350	3,735	2,267	1,001	3,569	1,874	1,346	769	168	91
2017	성북구	석관동	2,137	10,117	4,454	2,442	1,007	5,016	1,975	2,416	1,265	243	207
2017	강북구	소계	18,928	71,752	38,330	20,313	8,526	34,995	18,509	11,448	7,282	4,996	4,013
2017	강북구	번1동	1,836	9,166	5,290	1,810	795	3,891	1,970	1,677	1,040	1,788	1,485
2017	강북구	번2동	678	3,442	1,288	662	202	2,364	812	332	200	84	74
2017	강북구	번3동	912	2,959	1,284	891	258	1,526	743	371	231	171	52
2017	강북구	수유1동	1,432	5,090	2,710	1,633	749	2,673	1,433	555	360	229	168
2017	강북구	수유2동	1,339	4,179	2,326	1,458	608	1,897	1,176	595	340	229	202
2017	강북구	수유3동	2,446	9,009	5,094	2,650	1,206	3,608	1,924	1,768	1,137	983	827
2017	강북구	삼양동	1,186	3,743	2,187	1,273	534	1,605	1,003	781	596	84	54
2017	강북구	미아동	1,670	6,501	3,679	1,823	786	3,034	1,770	1,136	657	508	466
2017	강북구	송중동	1,962	8,026	4,608	2,033	856	4,077	2,471	1,621	1,041	295	240
2017	강북구	송천동	2,106	7,440	3,973	2,335	990	3,520	1,904	1,168	769	417	310
2017	강북구	삼각산동	775	2,337	1,407	814	357	1,311	921	199	119	13	10
2017	강북구	우이동	1,029	4,271	1,656	1,230	524	2,442	743	528	370	71	19
2017	강북구	인수동	1,557	5,589	2,828	1,701	661	3,047	1,639	717	422	124	106
2017	도봉구	소계	18,351	70,503	34,418	19,582	7,824	38,535	19,322	9,162	5,326	3,224	1,946
2017	도봉구	쌍문1동	890	3,852	2,142	904	349	2,319	1,411	505	305	124	77
2017	도봉구	쌍문2동	1,242	5,053	2,611	1,282	552	2,827	1,453	664	391	280	215
2017	도봉구	쌍문3동	971	4,015	2,019	1,038	416	2,265	1,226	602	329	110	48
2017	도봉구	쌍문4동	616	2,003	1,083	638	284	1,209	715	155	84	1	-
2017	도봉구	방학1동	2,266	10,787	5,095	2,529	1,160	6,572	2,831	1,441	910	245	194
2017	도봉구	방학2동	1,207	3,264	1,832	1,530	677	1,151	743	562	399	21	13
2017	도봉구	방학3동	872	3,242	1,607	877	312	1,788	1,044	379	235	198	16
2017	도봉구	창1동	1,413	4,207	2,092	1,463	502	1,973	1,158	551	291	220	141
2017	도봉구	창2동	1,356	4,348	2,043	1,536	631	1,971	1,048	496	289	345	75
2017	도봉구	창3동	929	2,199	1,204	1,058	429	831	576	240	133	70	66
2017	도봉구	창4동	1,277	7,384	3,584	1,194	488	3,973	1,824	1,435	734	782	538
2017	도봉구	창5동	2,133	7,148	3,395	2,111	600	4,018	2,104	572	337	447	354
2017	도봉구	도봉1동	1,714	6,135	2,592	1,955	843	3,275	1,232	777	419	128	98
2017	도봉구	도봉2동	1,465	6,866	3,119	1,467	581	4,363	1,957	783	470	253	111
2017	노원구	소계	26,516	117,859	62,097	26,647	10,771	67,372	35,638	16,650	10,257	7,190	5,431
2017	노원구	월계1동	1,488	6,121	2,581	1,585	637	2,652	1,014	1,784	859	100	71
2017	노원구	월계2동	944	3,464	1,507	958	288	2,263	1,048	239	169	4	2
2017	노원구	월계3동	963	3,943	1,968	965	355	2,431	1,202	303	231	244	180
2017	노원구	공릉2동	1,834	11,823	5,779	1,763	682	7,856	3,827	2,173	1,250	31	20
2017	노원구	하계1동	1,103	7,546	3,826	997	445	5,405	2,607	898	577	246	197
2017	노원구	하계2동	395	1,307	759	435	160	690	471	160	115	22	13
2017	노원구	중계본동	1,198	5,494	2,701	1,174	510	2,988	1,410	715	420	617	361
2017	노원구	중계1동	1,000	4,392	2,504	1,004	460	2,187	1,316	680	421	521	307
2017	노원구	중계4동	1,049	3,975	2,317	1,131	499	1,976	1,139	665	490	203	189
2017	노원구	상계1동	3,114	10,558	4,617	3,099	842	5,795	2,625	992	586	672	564
2017	노원구	상계2동	2,614	10,662	6,514	2,676	1,296	5,212	3,382	2,392	1,549	382	287
2017	노원구	상계5동	1,605	4,600	2,352	1,714	738	2,225	1,269	572	310	89	35
2017	노원구	상계8동	595	2,017	1,267	646	267	1,124	842	209	140	38	18
2017	노원구	상계9동	713	2,488	1,418	734	306	1,321	818	329	226	104	68
2017	노원구	상계10동	455	2,203	993	435	159	1,486	628	124	85	158	121
2017	노원구	상계3.4동	1,278	4,354	2,001	1,329	549	2,672	1,224	325	208	28	20
2017	노원구	상계6.7동	1,958	15,618	9,799	1,838	809	8,916	5,377	1,710	1,107	3,154	2,506
2017	노원구	중계2.3동	1,361	5,555	3,307	1,362	659	3,067	1,893	1,081	722	45	33
2017	노원구	공릉1동	2,849	11,739	5,887	2,802	1,110	7,106	3,546	1,299	792	532	439
2017	은평구	소계	24,561	88,818	46,973	25,053	10,613	48,188	26,460	10,883	6,082	4,694	3,818
2017	은평구	녹번동	1,895	9,439	4,651	1,696	628	6,640	3,414	889	426	214	183
2017	은평구	불광1동	1,677	6,733	4,151	1,791	846	3,354	2,018	807	535	781	752
2017	은평구	갈현1동	1,457	5,184	3,018	1,581	694	2,133	1,303	739	413	731	608
2017	은평구	갈현2동	1,596	5,828	3,451	1,737	794	2,791	1,774	1,030	647	270	236
2017	은평구	구산동	1,205	5,233	2,872	1,145	413	3,757	2,263	285	168	46	28
2017	은평구	대조동	2,530	7,921	4,662	2,722	1,341	3,321	1,894	1,321	961	557	466
2017	은평구	응암1동	1,600	7,261	3,823	1,555	704	3,987	2,351	1,358	467	361	301
2017	은평구	응암2동	654	2,011	1,145	698	309	1,157	748	136	70	20	18
2017	은평구	신사1동	1,290	4,069	1,989	1,334	542	1,881	1,010	683	277	171	160
2017	은평구	신사2동	1,691	3,612	1,317	1,668	292	1,535	739	335	214	74	72
2017	은평구	증산동	1,017	3,555	1,512	1,000	419	2,051	878	267	142	237	73
2017	은평구	수색동	625	2,476	840	626	257	1,640	474	188	101	22	8
2017	은평구	진관동	1,648	8,664	4,579	1,477	682	6,022	3,134	883	555	282	208
2017	은평구	불광2동	1,321	4,429	2,490	1,392	661	2,147	1,181	451	294	439	354
2017	은평구	응암3동	1,844	4,934	2,748	2,071	953	2,231	1,372	473	282	159	141
2017	은평구	역촌동	2,511	7,469	3,725	2,560	1,078	3,541	1,907	1,038	530	330	210
2017	서대문구	소계	19,852	111,117	55,449	19,685	8,436	69,598	35,487	17,147	9,054	4,687	2,472
2017	서대문구	천연동	941	2,898	1,487	970	445	1,435	789	448	226	45	27
2017	서대문구	홍제1동	1,163	4,679	2,188	1,143	518	1,851	1,115	1,304	355	381	200
2017	서대문구	홍제3동	1,201	3,730	2,063	1,360	632	2,016	1,213	299	180	55	38
2017	서대문구	홍제2동	594	1,751	923	575	279	950	520	182	104	44	20
2017	서대문구	홍은1동	964	2,521	1,308	1,007	443	1,167	659	266	161	81	45
2017	서대문구	홍은2동	1,176	5,405	2,464	1,245	483	3,419	1,518	606	385	135	78
2017	서대문구	남가좌1동	797	2,197	1,409	879	458	861	580	259	191	198	180
2017	서대문구	남가좌2동	1,243	4,877	2,467	1,339	592	1,644	846	1,868	1,015	26	14
2017	서대문구	북가좌1동	665	3,407	1,203	629	239	1,834	755	346	195	598	14
2017	서대문구	북가좌2동	2,381	6,903	2,942	2,560	780	2,721	1,195	1,498	882	124	85
2017	서대문구	충현동	1,825	24,126	9,888	1,337	604	18,412	7,377	2,510	846	1,867	1,061
2017	서대문구	북아현동	864	2,677	1,520	948	413	1,248	730	459	365	22	12
2017	서대문구	신촌동	3,720	35,054	20,434	3,472	1,605	24,663	14,714	6,085	3,602	834	513
2017	서대문구	연희동	2,318	10,892	5,153	2,221	945	7,377	3,476	1,017	547	277	185
2017	마포구	소계	36,325	247,999	113,292	29,669	12,593	171,650	77,788	37,246	17,355	9,434	5,556
2017	마포구	용강동	2,550	18,504	8,080	1,589	693	14,943	6,557	1,503	691	469	139
2017	마포구	대흥동	1,547	9,660	5,172	1,358	598	5,886	2,983	1,496	861	920	730
2017	마포구	염리동	699	4,050	1,858	642	314	2,704	1,222	480	177	224	145
2017	마포구	신수동	1,230	5,629	2,628	1,125	436	3,798	1,788	561	346	145	58
2017	마포구	서교동	9,686	60,482	30,407	7,490	3,170	39,233	19,130	10,368	5,801	3,391	2,306
2017	마포구	합정동	2,044	12,112	5,489	1,615	647	7,959	3,837	1,958	679	580	326
2017	마포구	망원1동	1,802	4,625	2,077	1,829	654	1,827	920	870	456	99	47
2017	마포구	망원2동	1,360	4,614	2,017	1,474	656	1,797	804	836	363	507	194
2017	마포구	연남동	1,611	6,441	2,925	1,418	599	3,814	1,871	1,110	391	99	64
2017	마포구	성산1동	1,488	13,161	3,862	1,056	391	6,431	2,666	5,316	599	358	206
2017	마포구	성산2동	1,747	12,091	6,413	1,584	665	7,737	4,329	2,592	1,365	178	54
2017	마포구	상암동	2,324	37,364	14,412	1,668	762	32,943	11,979	2,265	1,401	488	270
2017	마포구	도화동	2,047	15,957	7,795	1,453	641	12,124	5,584	2,117	1,391	263	179
2017	마포구	서강동	1,779	11,995	5,893	1,545	635	8,418	4,211	1,779	927	253	120
2017	마포구	공덕동	2,781	19,160	9,176	2,527	1,112	12,518	6,218	3,177	1,476	938	370
2017	마포구	아현동	1,630	12,154	5,088	1,296	620	9,518	3,689	818	431	522	348
2017	양천구	소계	26,077	119,943	56,163	25,889	11,068	67,829	32,415	18,148	8,325	8,077	4,355
2017	양천구	목1동	2,943	21,054	10,426	2,296	1,143	13,877	6,289	3,432	1,943	1,449	1,051
2017	양천구	목2동	1,145	4,186	1,972	1,206	543	2,176	1,027	579	239	225	163
2017	양천구	목3동	1,233	4,938	2,318	1,311	622	2,202	1,196	1,346	435	79	65
2017	양천구	목4동	1,352	3,950	2,197	1,453	725	1,553	870	746	457	198	145
2017	양천구	신월1동	1,853	5,569	2,541	2,125	919	2,411	1,070	804	366	229	186
2017	양천구	신월2동	1,223	4,039	1,750	1,197	429	2,124	1,035	484	162	234	124
2017	양천구	신월3동	955	4,126	1,580	943	343	2,309	892	542	266	332	79
2017	양천구	신월4동	1,174	3,992	1,537	1,202	474	1,951	748	724	211	115	104
2017	양천구	신월5동	1,013	4,814	1,967	1,113	471	3,018	1,088	573	319	110	89
2017	양천구	신월6동	1,387	3,329	977	1,392	212	1,153	585	281	119	503	61
2017	양천구	신월7동	1,384	5,674	1,943	1,444	563	3,582	1,108	500	208	148	64
2017	양천구	신정1동	1,148	5,075	2,752	1,235	634	3,036	1,658	554	266	250	194
2017	양천구	신정2동	1,110	3,688	2,012	1,193	559	1,641	968	542	323	312	162
2017	양천구	신정3동	1,795	9,428	3,984	1,701	662	5,897	2,687	1,161	490	669	145
2017	양천구	신정6동	758	6,407	3,573	681	343	4,471	2,514	863	488	392	228
2017	양천구	신정7동	1,024	4,837	2,223	1,028	427	2,930	1,244	522	325	357	227
2017	양천구	목5동	1,537	9,883	5,491	1,380	710	6,721	3,918	1,500	686	282	177
2017	양천구	신정4동	3,043	14,954	6,920	2,989	1,289	6,777	3,518	2,995	1,022	2,193	1,091
2017	강서구	소계	36,556	234,394	104,389	33,044	13,712	160,567	69,052	27,835	13,833	12,948	7,792
2017	강서구	염창동	2,126	16,513	6,594	1,654	752	12,015	4,586	2,050	792	794	464
2017	강서구	등촌1동	1,892	15,709	6,584	1,420	600	11,758	4,771	2,000	834	531	379
2017	강서구	등촌2동	737	3,766	1,987	709	288	2,327	1,137	286	140	444	422
2017	강서구	등촌3동	2,657	23,388	12,190	2,075	915	16,301	8,524	3,289	1,848	1,723	903
2017	강서구	화곡본동	1,356	4,073	2,337	1,450	631	2,004	1,331	424	219	195	156
2017	강서구	화곡2동	848	2,465	1,234	797	333	1,310	714	290	137	68	50
2017	강서구	화곡3동	1,212	4,827	2,620	1,245	570	2,267	1,233	925	509	390	308
2017	강서구	화곡4동	1,482	3,728	1,909	1,562	692	1,698	949	415	226	53	42
2017	강서구	화곡6동	1,846	10,871	4,949	1,804	794	6,127	2,428	1,852	857	1,088	870
2017	강서구	화곡8동	1,259	4,007	2,264	1,401	624	1,699	1,004	579	368	328	268
2017	강서구	가양1동	3,512	35,037	11,708	2,499	1,017	28,500	8,618	2,523	1,499	1,515	574
2017	강서구	가양2동	595	3,590	1,791	492	198	2,225	1,065	622	384	251	144
2017	강서구	가양3동	907	7,967	3,152	553	176	6,222	2,477	1,035	423	157	76
2017	강서구	발산1동	2,340	12,646	5,676	2,200	922	8,042	3,521	1,281	524	1,123	709
2017	강서구	공항동	2,096	37,599	17,176	1,796	769	32,583	14,744	1,673	811	1,547	852
2017	강서구	방화1동	2,677	10,176	5,388	2,701	1,150	5,787	3,255	1,017	658	671	325
2017	강서구	방화2동	3,318	15,126	5,745	2,995	843	9,336	3,258	2,206	1,240	589	404
2017	강서구	방화3동	908	4,516	1,991	832	296	2,659	998	804	611	221	86
2017	강서구	화곡1동	3,104	11,276	5,114	3,226	1,367	3,914	2,227	3,420	1,176	716	344
2017	강서구	우장산동	1,684	7,114	3,980	1,633	775	3,793	2,212	1,144	577	544	416
2017	구로구	소계	38,405	213,468	91,022	32,180	11,837	152,737	64,127	20,906	9,667	7,645	5,391
2017	구로구	신도림동	2,864	15,345	7,890	2,428	885	10,004	5,122	1,579	873	1,334	1,010
2017	구로구	구로1동	736	3,105	1,602	732	300	2,080	1,134	263	151	30	17
2017	구로구	구로3동	7,227	83,892	31,220	3,335	1,257	72,876	26,362	5,739	2,376	1,942	1,225
2017	구로구	구로4동	2,042	5,162	2,906	2,229	1,146	2,360	1,374	452	299	121	87
2017	구로구	구로5동	4,907	27,070	12,194	4,058	1,237	16,379	7,430	4,436	1,738	2,197	1,789
2017	구로구	고척1동	2,590	9,541	3,964	2,501	797	5,245	2,394	1,502	580	293	193
2017	구로구	고척2동	1,407	3,918	1,980	1,451	609	2,009	1,134	401	196	57	41
2017	구로구	개봉2동	1,170	3,247	1,790	1,263	546	1,377	857	457	275	150	112
2017	구로구	개봉3동	990	5,743	2,967	1,010	452	4,335	2,255	331	204	67	56
2017	구로구	오류1동	1,125	4,610	2,228	1,146	506	2,536	1,342	823	340	105	40
2017	구로구	오류2동	1,575	7,814	3,299	1,460	555	4,979	2,007	1,217	643	158	94
2017	구로구	수궁동	1,266	5,886	2,121	1,124	377	4,269	1,485	474	251	19	8
2017	구로구	가리봉동	986	2,783	1,573	1,139	577	1,190	687	267	137	187	172
2017	구로구	구로2동	7,816	29,888	12,317	6,556	1,870	20,315	8,969	2,176	1,062	841	416
2017	구로구	개봉1동	1,704	5,464	2,971	1,748	723	2,783	1,575	789	542	144	131
2017	금천구	소계	31,750	228,000	85,832	23,556	8,767	171,409	63,564	27,736	10,982	5,299	2,519
