기간	컬럼1	컬럼2	합계	합계	합계	자영업주 및 무급가족	자영업주 및 무급가족	상용근로자	상용근로자	임시 및 일용근로자	임시 및 일용근로자	기타 종사자	기타 종사자
기간	컬럼1	컬럼2	사업체수	총종사자수	여성종사자	소계	여성종사자	소계	여성종사자	소계	여성종사자	소계	여성종사자
2015	구로구	구로5동	4,812	25,833	11,823	4,126	1,306	15,406	6,954	3,918	1,860	2,383	1,703
2015	구로구	고척1동	2,553	9,154	3,732	2,524	803	5,198	2,207	1,189	533	243	189
2015	구로구	고척2동	1,423	3,923	1,975	1,540	647	1,936	1,094	346	180	101	54
2015	구로구	개봉2동	1,131	3,016	1,638	1,248	535	1,205	744	468	275	95	84
2015	구로구	개봉3동	992	4,194	1,877	1,030	454	2,649	1,212	469	172	46	39
2015	구로구	오류1동	1,091	4,783	2,279	1,154	494	2,207	1,088	1,317	617	105	80
2015	구로구	오류2동	1,518	7,377	3,029	1,497	559	4,629	1,871	816	472	435	127
2015	구로구	수궁동	1,199	5,691	2,025	1,099	377	3,956	1,368	553	219	83	61
2015	구로구	가리봉동	946	3,743	1,412	1,086	528	1,183	619	1,289	93	185	172
2015	구로구	구로2동	7,860	31,582	13,034	6,712	1,925	21,248	9,338	2,568	1,201	1,054	570
2015	구로구	개봉1동	1,706	5,415	2,548	1,745	709	2,966	1,389	478	276	226	174
2015	금천구	소계	30,080	223,058	80,972	23,545	8,750	169,442	59,020	23,001	10,168	7,070	3,034
2015	금천구	가산동	13,045	151,398	51,722	6,396	2,270	126,030	41,722	14,052	5,969	4,920	1,761
2015	금천구	독산1동	3,866	24,185	8,813	3,527	1,280	17,069	5,749	2,834	1,356	755	428
2015	금천구	독산2동	1,162	3,287	1,499	1,289	533	1,360	686	488	188	150	92
2015	금천구	독산3동	2,189	8,294	3,543	2,494	1,044	4,805	1,913	869	503	126	83
2015	금천구	독산4동	989	3,598	1,755	1,080	486	1,867	904	473	281	178	84
2015	금천구	시흥1동	2,905	14,578	7,023	3,079	1,380	8,745	4,072	2,350	1,258	404	313
2015	금천구	시흥2동	563	1,844	1,080	564	187	1,138	785	93	73	49	35
2015	금천구	시흥3동	3,360	10,475	2,775	2,962	664	5,932	1,860	1,327	211	254	40
2015	금천구	시흥4동	847	1,921	1,051	897	350	768	506	155	104	101	91
2015	금천구	시흥5동	1,154	3,478	1,711	1,257	556	1,728	823	360	225	133	107
2015	영등포구	소계	44,512	362,524	147,492	37,523	14,245	277,986	109,626	30,884	14,767	16,131	8,854
2015	영등포구	여의동	8,164	153,182	57,933	4,268	1,960	135,758	49,298	9,178	4,601	3,978	2,074
2015	영등포구	당산1동	3,288	18,382	7,635	2,782	1,000	12,425	5,265	1,705	488	1,470	882
2015	영등포구	당산2동	2,426	21,386	10,246	1,867	821	14,505	6,697	3,024	1,449	1,990	1,279
2015	영등포구	양평1동	3,339	20,951	7,871	2,710	551	14,694	5,714	2,618	1,080	929	526
2015	영등포구	양평2동	2,195	21,050	7,594	1,590	590	17,039	6,071	1,616	545	805	388
2015	영등포구	신길1동	1,181	5,312	2,277	1,260	572	3,667	1,461	334	220	51	24
2015	영등포구	신길3동	1,013	3,049	1,382	1,107	488	1,737	783	181	97	24	14
2015	영등포구	신길4동	549	1,889	1,099	590	237	715	408	267	226	317	228
2015	영등포구	신길5동	702	2,968	1,097	769	295	1,385	605	658	101	156	96
2015	영등포구	신길6동	1,321	4,681	2,457	1,350	562	2,695	1,497	415	257	221	141
2015	영등포구	신길7동	546	2,965	1,414	501	208	2,041	918	241	128	182	160
2015	영등포구	대림1동	1,191	4,432	2,562	1,277	591	2,669	1,620	440	333	46	18
2015	영등포구	대림2동	1,342	4,663	2,321	1,517	746	2,366	1,263	688	261	92	51
2015	영등포구	대림3동	2,850	10,764	4,469	2,824	909	6,610	2,859	1,120	555	210	146
2015	영등포구	영등포본동	1,476	5,366	2,659	1,450	657	2,862	1,395	949	563	105	44
2015	영등포구	영등포동	6,519	39,367	18,233	6,229	2,475	25,053	11,521	4,257	2,432	3,828	1,805
2015	영등포구	도림동	1,009	3,342	1,269	991	394	1,788	662	534	203	29	10
2015	영등포구	문래동	5,401	38,775	14,974	4,441	1,189	29,977	11,589	2,659	1,228	1,698	968
2015	동작구	소계	19,609	103,915	50,491	21,209	9,586	61,854	30,006	15,888	7,878	4,964	3,021
2015	동작구	노량진2동	1,465	7,140	3,341	2,029	907	3,998	1,707	844	531	269	196
2015	동작구	상도1동	1,684	8,250	3,827	1,719	771	4,305	2,072	2,061	862	165	122
2015	동작구	상도2동	1,265	4,607	2,468	1,314	611	2,397	1,232	658	434	238	191
2015	동작구	상도3동	929	2,591	1,359	1,024	463	1,055	595	404	229	108	72
2015	동작구	상도4동	980	2,784	1,534	1,090	450	1,287	815	350	223	57	46
2015	동작구	사당1동	1,850	10,239	5,058	1,821	776	5,321	2,517	1,201	618	1,896	1,147
2015	동작구	사당3동	980	3,921	1,832	919	381	2,238	1,060	709	348	55	43
2015	동작구	사당4동	671	1,844	985	759	340	855	521	216	114	14	10
2015	동작구	사당5동	490	1,548	763	498	183	837	472	193	99	20	9
2015	동작구	대방동	1,628	11,904	5,106	1,541	683	7,855	3,502	1,856	554	652	367
2015	동작구	신대방1동	1,049	4,190	2,026	1,096	519	2,279	1,071	350	164	465	272
2015	동작구	신대방2동	1,229	20,312	9,383	1,121	510	16,388	7,409	2,278	1,129	525	335
2015	동작구	흑석동	1,528	9,421	4,924	1,651	795	5,366	2,827	2,331	1,263	73	39
2015	동작구	노량진1동	2,275	9,726	5,041	2,946	1,404	4,870	2,716	1,595	808	315	113
2015	동작구	사당2동	1,586	5,438	2,844	1,681	793	2,803	1,490	842	502	112	59
2015	관악구	소계	26,235	119,180	57,382	27,833	11,773	61,758	30,902	22,203	10,653	7,386	4,054
2015	관악구	보라매동	1,421	7,131	3,808	1,372	641	3,787	1,762	931	630	1,041	775
2015	관악구	청림동	442	1,187	691	491	244	481	298	171	119	44	30
2015	관악구	행운동	1,427	5,866	2,985	1,501	657	2,740	1,438	1,348	692	277	198
2015	관악구	낙성대동	1,247	9,003	3,963	1,197	517	5,425	2,466	1,896	644	485	336
2015	관악구	중앙동	1,465	6,107	2,687	1,451	434	2,234	1,261	1,356	642	1,066	350
2015	관악구	인헌동	1,094	4,637	2,359	1,215	535	2,702	1,461	591	309	129	54
2015	관악구	남현동	913	6,397	2,673	819	367	3,895	1,604	1,343	456	340	246
2015	관악구	서원동	1,302	7,677	4,071	1,344	608	4,363	2,260	1,506	852	464	351
2015	관악구	신원동	829	2,430	1,360	999	462	882	500	462	343	87	55
2015	관악구	서림동	904	2,663	1,104	1,043	425	1,221	460	341	184	58	35
2015	관악구	신사동	1,428	4,470	2,245	1,652	728	1,837	979	678	355	303	183
2015	관악구	신림동	1,634	5,899	3,018	1,857	870	2,512	1,269	1,263	670	267	209
2015	관악구	난향동	398	2,058	1,094	413	159	1,409	792	214	134	22	9
2015	관악구	조원동	2,066	7,075	3,155	2,201	851	3,658	1,574	1,092	674	124	56
2015	관악구	대학동	1,724	12,777	6,837	1,887	853	8,163	4,506	2,633	1,415	94	63
2015	관악구	은천동	1,643	7,623	3,574	1,672	682	3,409	1,690	1,726	602	816	600
2015	관악구	성현동	835	2,692	1,449	850	324	1,516	905	292	195	34	25
2015	관악구	청룡동	1,909	12,196	4,782	1,933	870	6,542	2,923	2,526	787	1,195	202
2015	관악구	난곡동	918	2,474	1,253	1,063	383	1,040	638	291	165	80	67
2015	관악구	삼성동	1,051	2,390	1,186	1,123	454	1,013	567	132	76	122	89
2015	관악구	미성동	1,585	6,428	3,088	1,750	709	2,929	1,549	1,411	709	338	121
2015	서초구	소계	47,061	439,963	169,979	34,092	14,724	314,072	124,521	75,195	23,040	16,604	7,694
2015	서초구	서초1동	3,655	31,743	11,948	2,340	877	22,808	8,961	5,313	1,442	1,282	668
2015	서초구	서초2동	4,520	49,732	18,321	2,498	1,106	36,462	13,632	6,842	1,646	3,930	1,937
2015	서초구	서초3동	7,518	75,372	29,159	4,776	1,635	57,464	22,956	10,013	3,391	3,119	1,177
2015	서초구	서초4동	2,954	27,279	13,139	2,371	959	20,948	10,164	3,064	1,613	896	403
2015	서초구	잠원동	2,446	18,318	8,004	1,845	809	13,706	5,806	2,402	1,131	365	258
2015	서초구	반포본동	655	2,668	1,443	644	384	1,553	730	195	139	276	190
2015	서초구	반포1동	1,645	9,696	4,345	1,319	617	6,441	3,067	1,813	612	123	49
2015	서초구	반포2동	460	2,885	1,458	390	215	2,035	1,023	345	154	115	66
2015	서초구	반포3동	958	7,474	3,761	834	395	5,073	2,629	1,430	644	137	93
2015	서초구	반포4동	3,579	34,309	16,279	3,195	1,794	25,072	11,194	5,156	2,864	886	427
2015	서초구	방배본동	1,669	11,038	5,053	1,475	720	7,452	2,890	1,975	1,359	136	84
2015	서초구	방배1동	1,756	15,680	6,077	1,354	595	8,951	4,245	4,771	977	604	260
2015	서초구	방배2동	1,976	19,515	6,164	1,592	698	10,156	3,621	6,442	968	1,325	877
2015	서초구	방배3동	1,184	13,939	4,593	840	386	8,845	3,175	3,949	925	305	107
2015	서초구	방배4동	2,403	14,575	5,756	1,874	796	9,704	4,125	2,506	580	491	255
2015	서초구	양재1동	3,707	46,803	16,046	2,483	1,031	32,990	12,141	10,257	2,427	1,073	447
2015	서초구	양재2동	5,332	50,256	15,903	3,598	1,442	39,197	12,374	5,991	1,736	1,470	351
2015	서초구	내곡동	644	8,681	2,530	664	265	5,215	1,788	2,731	432	71	45
2015	강남구	소계	73,590	711,278	305,498	49,121	20,913	550,331	234,180	83,646	34,655	28,180	15,750
2015	강남구	신사동	4,958	29,398	15,240	3,757	1,650	20,899	10,789	3,610	2,236	1,132	565
2015	강남구	논현1동	5,770	43,779	20,314	3,867	1,557	34,966	16,507	3,915	1,683	1,031	567
2015	강남구	논현2동	5,731	65,282	27,341	3,526	1,456	51,659	22,331	8,429	2,574	1,668	980
2015	강남구	삼성1동	4,292	69,772	26,346	2,057	923	60,959	22,120	4,628	2,040	2,128	1,263
2015	강남구	삼성2동	3,872	37,420	16,386	2,304	1,025	28,854	12,047	4,074	1,968	2,188	1,346
2015	강남구	대치1동	1,013	7,103	3,974	976	495	4,243	2,335	792	471	1,092	673
2015	강남구	대치4동	3,756	29,049	12,176	2,816	1,247	21,446	8,172	2,873	1,685	1,914	1,072
2015	강남구	역삼1동	15,116	154,595	63,195	8,551	3,428	119,034	47,395	19,253	8,135	7,757	4,237
2015	강남구	역삼2동	3,489	40,726	16,037	2,042	892	30,355	12,434	6,775	1,782	1,554	929
2015	강남구	도곡1동	1,656	19,542	8,015	1,124	467	15,170	6,435	2,657	756	591	357
2015	강남구	도곡2동	1,970	22,083	8,674	1,187	568	17,639	7,050	2,839	824	418	232
2015	강남구	개포1동	490	1,694	582	507	208	1,035	328	132	28	20	18
2015	강남구	개포4동	2,403	12,402	4,077	1,739	618	8,592	2,877	1,782	470	289	112
2015	강남구	일원본동	526	8,164	5,708	511	251	7,421	5,327	181	107	51	23
2015	강남구	일원1동	1,917	6,527	2,216	1,902	414	2,963	1,127	1,236	438	426	237
2015	강남구	일원2동	646	8,585	2,396	511	225	7,127	1,516	712	480	235	175
2015	강남구	수서동	1,650	16,875	6,282	954	351	11,659	3,801	3,891	1,885	371	245
2015	강남구	세곡동	897	4,598	2,086	809	315	3,022	1,447	441	259	326	65
2015	강남구	압구정동	4,360	34,695	18,755	3,287	1,518	26,331	14,387	3,716	2,185	1,361	665
2015	강남구	청담동	4,597	43,578	22,402	3,275	1,640	32,999	17,458	5,919	2,510	1,385	794
2015	강남구	대치2동	3,579	51,945	21,308	2,526	1,238	41,818	17,017	5,441	1,924	2,160	1,129
2015	강남구	개포2동	902	3,466	1,988	893	427	2,140	1,280	350	215	83	66
2015	송파구	소계	45,375	302,517	120,682	38,768	16,287	199,993	78,842	52,313	19,228	11,443	6,325
2015	송파구	풍납1동	785	2,774	1,577	840	380	1,292	666	452	378	190	153
2015	송파구	풍납2동	1,188	15,800	9,539	1,147	486	12,973	8,048	1,438	947	242	58
2015	송파구	거여1동	895	2,976	1,398	892	342	1,584	735	244	145	256	176
2015	송파구	거여2동	1,082	3,987	1,817	1,093	419	2,396	1,054	398	268	100	76
2015	송파구	마천1동	998	2,313	1,075	1,075	402	1,022	540	193	119	23	14
2015	송파구	마천2동	1,343	4,657	2,110	1,410	615	2,636	1,144	521	307	90	44
2015	송파구	방이1동	1,359	11,044	4,015	1,179	544	6,154	2,400	3,327	822	384	249
2015	송파구	방이2동	3,030	22,334	8,935	2,547	1,068	15,078	6,033	3,131	1,063	1,578	771
2015	송파구	오륜동	533	4,491	2,087	399	243	3,152	1,420	659	299	281	125
2015	송파구	오금동	3,214	17,071	5,671	2,944	854	11,232	4,001	2,599	672	296	144
2015	송파구	송파1동	2,528	13,522	4,678	2,204	805	5,990	2,447	5,006	1,189	322	237
2015	송파구	송파2동	938	5,517	2,298	923	437	3,572	1,417	758	224	264	220
2015	송파구	석촌동	2,722	16,586	6,798	2,456	1,046	9,257	3,749	3,886	1,459	987	544
2015	송파구	삼전동	1,969	12,617	4,127	1,862	810	5,995	2,157	4,380	969	380	191
2015	송파구	가락본동	3,647	31,676	12,291	2,669	1,083	22,792	9,060	4,590	1,442	1,625	706
2015	송파구	가락1동	2,954	10,589	3,102	1,472	608	8,364	2,193	684	264	69	37
2015	송파구	가락2동	1,936	10,867	4,477	1,726	774	7,361	2,911	1,440	630	340	162
2015	송파구	문정1동	1,397	7,901	2,935	1,216	522	5,508	1,926	1,013	382	164	105
2015	송파구	문정2동	2,802	17,613	5,771	1,851	783	12,897	3,961	2,585	944	280	83
2015	송파구	장지동	1,444	11,991	3,829	1,298	506	9,098	2,556	1,360	642	235	125
2015	송파구	위례동	154	666	379	139	54	432	262	91	59	4	4
2015	송파구	잠실본동	3,032	19,062	7,617	2,999	1,322	11,163	4,592	4,269	1,266	631	437
2015	송파구	잠실4동	479	1,863	1,133	475	245	1,136	706	229	162	23	20
2015	송파구	잠실6동	2,445	39,591	14,505	1,745	699	30,458	10,318	5,102	2,104	2,286	1,384
2015	송파구	잠실7동	196	1,100	627	196	111	785	453	113	62	6	1
2015	송파구	잠실2동	782	4,040	2,223	687	380	2,599	1,359	635	399	119	85
2015	송파구	잠실3동	1,523	9,869	5,668	1,324	749	5,067	2,734	3,210	2,011	268	174
2015	강동구	소계	30,079	143,061	64,295	30,758	12,625	82,431	36,804	22,114	9,304	7,758	5,562
2015	강동구	강일동	912	16,424	3,548	837	294	12,314	2,624	3,147	554	126	76
2015	강동구	상일동	1,106	5,472	2,773	1,174	421	3,593	1,919	526	345	179	88
2015	강동구	명일1동	1,655	6,003	3,544	1,800	895	2,847	1,683	920	576	436	390
2015	강동구	명일2동	1,304	5,077	2,835	1,313	668	2,828	1,560	650	387	286	220
2015	강동구	고덕1동	581	1,959	954	587	233	993	543	137	57	242	121
2015	강동구	고덕2동	1,798	3,214	977	1,823	275	1,101	560	227	121	63	21
2015	강동구	암사2동	819	4,360	2,345	872	371	2,478	1,381	984	573	26	20
2015	강동구	암사3동	596	1,998	1,024	611	249	1,084	583	293	187	10	5
2015	강동구	천호1동	1,504	5,431	2,834	1,618	627	2,862	1,626	687	388	264	193
2015	강동구	천호3동	1,816	7,550	3,402	1,873	833	4,476	1,854	683	385	518	330
2015	강동구	성내1동	2,090	17,390	6,950	1,773	679	10,948	4,606	3,931	1,235	738	430
2015	강동구	성내2동	1,950	7,653	3,799	2,000	867	3,488	1,619	1,155	504	1,010	809
2015	강동구	성내3동	2,422	10,320	4,871	2,530	1,131	5,906	2,693	1,360	715	524	332
2015	강동구	둔촌1동	416	1,361	576	440	209	820	311	46	28	55	28
2015	강동구	둔촌2동	1,565	9,063	4,378	1,577	645	6,340	3,186	910	391	236	156
2015	강동구	암사1동	1,892	5,313	2,444	2,073	848	2,139	1,110	973	413	128	73
2015	강동구	천호2동	3,685	14,534	7,562	3,766	1,681	7,433	3,784	2,457	1,380	878	717
2015	강동구	길동	3,968	19,939	9,479	4,091	1,699	10,781	5,162	3,028	1,065	2,039	1,553
