날짜,구,지수
20190914,마포구,11.16
20190915,마포구,13.65
20190916,마포구,13.54
20190917,마포구,10.90
20190918,마포구,10.12
20190919,마포구,10.95
20190920,마포구,10.43
20190921,마포구,9.39
20190922,마포구,11.36
20190923,마포구,12.09
20190924,마포구,10.69
20190925,마포구,10.69
20190926,마포구,8.82
20190927,마포구,10.33
20190928,마포구,10.07
20190929,마포구,13.49
20190930,마포구,10.22
20160901,양천구,0.99
20160902,양천구,1.66
20160903,양천구,1.25
20160904,양천구,0.57
20160905,양천구,1.92
20160906,양천구,1.71
20160907,양천구,2.18
20160908,양천구,1.30
20160909,양천구,1.76
20160910,양천구,1.40
20160911,양천구,1.56
20160912,양천구,1.66
20160913,양천구,1.25
20160914,양천구,1.04
20160915,양천구,1.35
20160916,양천구,0.99
20160917,양천구,0.62
20160918,양천구,0.73
20160919,양천구,1.76
20160920,양천구,1.71
20160921,양천구,1.40
20160922,양천구,0.83
20160923,양천구,0.99
20160924,양천구,1.35
20160925,양천구,0.99
20160926,양천구,1.35
20160927,양천구,0.88
20160928,양천구,1.71
20160929,양천구,1.14
20160930,양천구,0.42
20161001,양천구,0.62
20161002,양천구,1.30
20161003,양천구,1.56
20161004,양천구,1.30
20161005,양천구,1.35
20161006,양천구,1.56
20161007,양천구,1.66
20161008,양천구,1.09
20161009,양천구,0.99
20161010,양천구,1.30
20161011,양천구,1.25
20161012,양천구,2.54
20161013,양천구,0.93
20161014,양천구,1.25
20161015,양천구,1.50
20161016,양천구,0.78
20161017,양천구,1.50
20161018,양천구,1.92
20161019,양천구,1.71
20161020,양천구,1.56
20161021,양천구,1.25
20161022,양천구,0.93
20161023,양천구,0.57
20161024,양천구,0.78
20161025,양천구,1.30
20161026,양천구,0.73
20161027,양천구,0.62
20161028,양천구,1.61
20161029,양천구,0.83
20161030,양천구,1.19
20161031,양천구,1.09
20161101,양천구,0.78
20161102,양천구,1.40
20161103,양천구,1.40
20161104,양천구,0.78
20161105,양천구,0.57
20161106,양천구,1.04
20161107,양천구,1.40
20161108,양천구,0.93
20161109,양천구,1.25
20161110,양천구,0.31
20161111,양천구,0.31
20161112,양천구,0.78
20161113,양천구,0.57
20161114,양천구,0.99
20161115,양천구,1.66
20161116,양천구,1.19
20161117,양천구,0.83
20161118,양천구,1.09
20161119,양천구,0.67
20161120,양천구,0.57
20161121,양천구,1.30
20161122,양천구,1.71
20161123,양천구,0.93
20161124,양천구,0.73
20161125,양천구,1.35
20161126,양천구,0.78
20161127,양천구,1.35
20161128,양천구,1.66
20161129,양천구,2.08
20161130,양천구,1.56
20161201,양천구,1.61
20161202,양천구,1.30
20161203,양천구,1.14
20161204,양천구,0.31
20161205,양천구,2.13
20161206,양천구,1.30
20161207,양천구,1.61
20161208,양천구,1.97
20161209,양천구,1.87
20161210,양천구,1.61
20161211,양천구,1.40
20161212,양천구,1.19
20161213,양천구,1.50
20161214,양천구,1.04
20161215,양천구,1.14
20161216,양천구,1.35
20161217,양천구,1.56
20161218,양천구,1.09
20161219,양천구,1.66
20161220,양천구,1.92
20161221,양천구,0.83
20161222,양천구,1.25
20161223,양천구,1.09
20161224,양천구,1.19
20161225,양천구,0.47
20161226,양천구,1.50
20161227,양천구,1.50
20161228,양천구,1.30
20161229,양천구,0.99
20161230,양천구,1.04
20161231,양천구,0.78
20170101,양천구,0.73
20170102,양천구,1.61
20170103,양천구,1.40
20170104,양천구,1.56
20170105,양천구,0.83
20170106,양천구,0.88
20170107,양천구,1.45
20170108,양천구,0.88
20170109,양천구,0.78
20170110,양천구,0.93
20170111,양천구,1.19
20170112,양천구,1.50
20170113,양천구,1.45
20170114,양천구,0.88
20170115,양천구,1.14
20170116,양천구,1.09
20170117,양천구,1.56
20170118,양천구,1.04
20170119,양천구,1.04
20170120,양천구,1.50
20170121,양천구,1.50
20170122,양천구,1.19
20170123,양천구,2.18
20170124,양천구,1.14
20170125,양천구,0.78
20170126,양천구,1.30
20170127,양천구,0.73
20170128,양천구,0.88
20170129,양천구,1.09
20170130,양천구,0.88
20170131,양천구,1.04
20170201,양천구,1.19
20170202,양천구,1.66
20170203,양천구,1.09
20170204,양천구,0.93
20170205,양천구,0.88
20170206,양천구,1.35
20170207,양천구,2.13
20170208,양천구,2.34
20170209,양천구,2.13
20170210,양천구,1.30
20170211,양천구,0.57
20170212,양천구,0.93
20170213,양천구,1.25
20170214,양천구,1.25
20170215,양천구,1.35
20170216,양천구,1.40
20170217,양천구,1.66
20170218,양천구,0.57
20170219,양천구,0.73
20170220,양천구,1.45
20170221,양천구,1.30
20170222,양천구,0.93
20170223,양천구,2.18
20170224,양천구,1.35
20170225,양천구,0.93
20170226,양천구,0.36
20170227,양천구,0.83
20170228,양천구,0.99
20170301,양천구,0.26
20170302,양천구,0.83
20170303,양천구,1.35
20170304,양천구,1.14
20170305,양천구,0.47
20170306,양천구,1.76
20170307,양천구,1.25
20170308,양천구,0.88
20170309,양천구,0.99
20170310,양천구,1.14
20170311,양천구,0.83
20170312,양천구,0.47
20170313,양천구,1.50
20170314,양천구,0.73
20170315,양천구,1.50
20170316,양천구,1.76
20170317,양천구,0.93
20170318,양천구,1.40
20170319,양천구,0.73
20170320,양천구,1.04
20170321,양천구,1.45
20170322,양천구,4.62
20170323,양천구,3.06
20170324,양천구,1.87
20170325,양천구,1.19
20170326,양천구,1.25
20170327,양천구,2.23
20170328,양천구,1.61
20170329,양천구,1.14
20170330,양천구,2.13
20170331,양천구,1.30
20170401,양천구,0.78
20170402,양천구,0.99
20170403,양천구,1.19
20170404,양천구,1.25
20170405,양천구,1.56
20170406,양천구,2.13
20170407,양천구,1.40
20170408,양천구,0.88
20170409,양천구,0.88
20170410,양천구,1.35
20170411,양천구,2.02
20170412,양천구,1.76
20170413,양천구,1.56
20170414,양천구,1.25
20170415,양천구,0.99
20170416,양천구,0.73
20170417,양천구,1.40
20170418,양천구,1.14
20170419,양천구,1.56
20170420,양천구,1.40
20170421,양천구,1.35
20170422,양천구,0.67
20170423,양천구,1.71
20170424,양천구,1.76
20170425,양천구,1.30
20170426,양천구,1.82
20170427,양천구,0.88
20170428,양천구,1.76
20170429,양천구,0.93
20170430,양천구,0.73
20170501,양천구,1.14
20170502,양천구,1.50
20170503,양천구,1.14
20170504,양천구,1.56
20170505,양천구,0.99
20170506,양천구,0.93
20170507,양천구,0.62
20170508,양천구,1.87
20170509,양천구,0.99
20170510,양천구,1.14
20170511,양천구,1.56
20170512,양천구,0.83
20170513,양천구,1.40
20170514,양천구,0.67
20170515,양천구,4.51
20170516,양천구,3.17
20170517,양천구,2.44
20170518,양천구,1.50
20170519,양천구,2.28
20170520,양천구,1.76
20170521,양천구,0.93
20170522,양천구,1.04
20170523,양천구,1.82
20170524,양천구,1.45
20170525,양천구,1.14
20170526,양천구,1.40
20170527,양천구,0.99
20170528,양천구,0.99
20170529,양천구,1.66
20170530,양천구,1.66
20170531,양천구,1.50
20170601,양천구,2.08
20170602,양천구,1.71
20170603,양천구,0.73
20170604,양천구,1.45
20170605,양천구,2.34
20170606,양천구,1.04
20170607,양천구,1.71
20170608,양천구,1.82
20170609,양천구,1.56
20170610,양천구,1.45
20170611,양천구,1.76
20170612,양천구,1.76
20170613,양천구,3.11
20170614,양천구,4.98
20170615,양천구,2.54
20170616,양천구,1.92
20170617,양천구,1.71
20170618,양천구,1.04
20170619,양천구,4.15
20170620,양천구,4.51
20170621,양천구,3.53
20170622,양천구,3.79
20170623,양천구,3.89
20170624,양천구,2.34
20170625,양천구,3.84
20170626,양천구,5.35
20170627,양천구,2.70
20170628,양천구,1.66
20170629,양천구,1.87
20170630,양천구,1.40
20170701,양천구,1.25
20170702,양천구,0.73
20170703,양천구,1.61
20170704,양천구,2.28
20170705,양천구,1.19
20170706,양천구,1.71
20170707,양천구,1.61
20170708,양천구,1.09
20170709,양천구,0.88
20170710,양천구,2.02
20170711,양천구,1.04
20170712,양천구,1.61
20170713,양천구,2.02
20170714,양천구,1.14
20170715,양천구,0.78
20170716,양천구,1.61
20170717,양천구,1.40
20170718,양천구,1.97
20170719,양천구,2.13
20170720,양천구,0.78
20170721,양천구,2.34
20170722,양천구,1.66
20170723,양천구,0.57
20170724,양천구,1.71
20170725,양천구,1.82
20170726,양천구,1.82
20170727,양천구,1.76
20170728,양천구,1.61
20170729,양천구,0.67
20170730,양천구,1.19
20170731,양천구,3.94
20170801,양천구,2.34
20170802,양천구,1.66
20170803,양천구,2.13
20170804,양천구,1.40
20170805,양천구,1.09
20170806,양천구,1.04
20170807,양천구,1.25
20170808,양천구,1.71
20170809,양천구,1.30
20170810,양천구,1.50
20170811,양천구,1.87
20170812,양천구,1.97
20170813,양천구,1.14
20170814,양천구,2.02
20170815,양천구,0.62
20170816,양천구,2.96
20170817,양천구,2.08
20170818,양천구,1.50
20170819,양천구,1.04
20170820,양천구,1.19
20170821,양천구,2.02
20170822,양천구,1.66
20170823,양천구,1.97
20170824,양천구,1.19
20170825,양천구,1.19
20170826,양천구,0.67
20170827,양천구,1.14
20170828,양천구,1.66
20170829,양천구,0.73
20170830,양천구,1.35
20170831,양천구,2.13
20170901,양천구,1.56
20170902,양천구,1.14
20170903,양천구,1.61
20170904,양천구,1.92
20170905,양천구,2.18
20170906,양천구,1.71
20170907,양천구,1.56
20170908,양천구,1.97
20170909,양천구,0.67
20170910,양천구,1.04
20170911,양천구,2.13
20170912,양천구,1.87
20170913,양천구,1.61
20170914,양천구,1.71
20170915,양천구,1.50
20170916,양천구,1.30
20170917,양천구,0.73
20170918,양천구,2.13
20170919,양천구,1.45
20170920,양천구,2.08
20170921,양천구,1.82
20170922,양천구,1.66
20170923,양천구,1.09
20170924,양천구,1.14
20170925,양천구,1.61
20170926,양천구,1.92
20170927,양천구,1.50
20170928,양천구,1.50
20170929,양천구,1.45
20170930,양천구,0.88
20171001,양천구,0.73
20171002,양천구,1.25
20171003,양천구,0.93
20171004,양천구,1.76
20171005,양천구,0.67
20171006,양천구,0.83
20171007,양천구,1.14
20171008,양천구,0.73
20171009,양천구,1.09
20171010,양천구,2.13
20171011,양천구,1.50
20171012,양천구,1.25
20171013,양천구,1.25
20171014,양천구,0.67
20171015,양천구,1.66
20171016,양천구,2.08
20171017,양천구,1.82
20171018,양천구,1.61
20171019,양천구,1.82
20171020,양천구,2.13
20171021,양천구,0.99
20171022,양천구,0.88
20171023,양천구,0.93
20171024,양천구,1.40
20171025,양천구,2.08
20171026,양천구,2.13
20171027,양천구,1.09
20171028,양천구,0.93
20171029,양천구,0.52
20171030,양천구,1.56
20171031,양천구,1.04
20171101,양천구,1.71
20171102,양천구,1.82
20171103,양천구,2.02
20171104,양천구,0.83
20171105,양천구,1.14
20171106,양천구,1.14
20171107,양천구,2.13
20171108,양천구,1.45
20171109,양천구,2.08
20171110,양천구,1.71
20171111,양천구,1.04
20171112,양천구,1.40
20171113,양천구,1.50
20171114,양천구,1.50
20171115,양천구,2.18
20171116,양천구,2.70
20171117,양천구,1.25
20171118,양천구,1.40
20171119,양천구,0.93
20171120,양천구,1.45
20171121,양천구,1.35
20171122,양천구,1.56
20171123,양천구,1.87
20171124,양천구,1.66
20171125,양천구,1.25
20171126,양천구,0.88
20171127,양천구,1.97
20171128,양천구,1.71
20171129,양천구,2.08
20171130,양천구,1.87
20171201,양천구,1.92
20171202,양천구,1.61
20171203,양천구,1.92
20171204,양천구,1.82
20171205,양천구,2.49
20171206,양천구,2.54
20171207,양천구,2.39
20171208,양천구,1.40
20171209,양천구,0.67
20171210,양천구,0.93
20171211,양천구,1.76
20171212,양천구,1.40
20171213,양천구,1.71
20171214,양천구,1.40
20171215,양천구,1.71
20171216,양천구,1.04
20171217,양천구,1.09
20171218,양천구,1.61
20171219,양천구,1.40
20171220,양천구,1.14
20171221,양천구,1.50
20171222,양천구,1.71
20171223,양천구,0.47
20171224,양천구,0.99
20171225,양천구,1.97
20171226,양천구,2.08
20171227,양천구,1.56
20171228,양천구,1.61
20171229,양천구,0.99
20171230,양천구,0.83
20171231,양천구,1.09
20180101,양천구,1.45
20180102,양천구,1.19
20180103,양천구,2.02
20180104,양천구,1.66
20180105,양천구,1.45
20180106,양천구,1.56
20180107,양천구,0.88
20180108,양천구,2.34
20180109,양천구,1.45
20180110,양천구,1.25
20180111,양천구,1.35
20180112,양천구,1.09
20180113,양천구,1.92
20180114,양천구,1.92
20180115,양천구,2.23
20180116,양천구,2.85
20180117,양천구,2.54
20180118,양천구,2.02
20180119,양천구,1.50
20180120,양천구,1.14
20180121,양천구,0.93
20180122,양천구,1.61
20180123,양천구,2.39
20180124,양천구,1.76
20180125,양천구,0.83
20180126,양천구,1.87
20180127,양천구,2.08
20180128,양천구,1.30
20180129,양천구,2.08
20180130,양천구,1.76
20180131,양천구,1.30
20180201,양천구,1.45
20180202,양천구,1.76
20180203,양천구,1.40
20180204,양천구,2.02
20180205,양천구,1.87
20180206,양천구,1.87
20180207,양천구,1.30
20180208,양천구,1.40
20180209,양천구,2.02
20180210,양천구,1.66
20180211,양천구,1.14
20180212,양천구,2.59
20180213,양천구,2.23
20180214,양천구,1.30
20180215,양천구,1.71
20180216,양천구,1.45
20180217,양천구,0.88
20180218,양천구,1.14
20180219,양천구,2.23
20180220,양천구,1.66
20180221,양천구,1.19
20180222,양천구,1.56
20180223,양천구,2.39
20180224,양천구,0.73
20180225,양천구,0.93
20180226,양천구,1.40
20180227,양천구,2.23
20180228,양천구,1.09
20180301,양천구,1.40
20180302,양천구,2.18
20180303,양천구,2.18
20180304,양천구,1.71
20180305,양천구,1.40
20180306,양천구,2.49
20180307,양천구,2.23
20180308,양천구,1.45
20180309,양천구,2.13
20180310,양천구,0.99
20180311,양천구,1.50
20180312,양천구,2.28
20180313,양천구,1.87
20180314,양천구,1.87
20180315,양천구,1.82
20180316,양천구,2.49
20180317,양천구,1.82
20180318,양천구,2.70
20180319,양천구,2.85
20180320,양천구,1.30
20180321,양천구,1.97
20180322,양천구,1.71
20180323,양천구,1.97
20180324,양천구,2.13
20180325,양천구,1.61
20180326,양천구,1.76
20180327,양천구,1.30
20180328,양천구,1.92
20180329,양천구,1.50
20180330,양천구,1.19
20180331,양천구,0.83
20180401,양천구,1.76
20180402,양천구,2.08
20180403,양천구,1.76
20180404,양천구,1.82
20180405,양천구,2.49
20180406,양천구,1.45
20180407,양천구,1.71
20180408,양천구,0.99
20180409,양천구,2.18
20180410,양천구,1.61
20180411,양천구,1.45
20180412,양천구,2.39
20180413,양천구,1.97
20180414,양천구,1.09
20180415,양천구,1.35
20180416,양천구,1.61
20180417,양천구,1.30
20180418,양천구,1.66
20180419,양천구,2.44
20180420,양천구,0.93
20180421,양천구,1.19
20180422,양천구,1.61
20180423,양천구,1.61
20180424,양천구,0.99
20180425,양천구,1.19
20180426,양천구,1.35
20180427,양천구,1.71
20180428,양천구,1.50
20180429,양천구,0.62
20180430,양천구,2.28
20180501,양천구,1.61
20180502,양천구,1.97
20180503,양천구,1.50
20180504,양천구,1.45
20180505,양천구,1.09
20180506,양천구,0.88
20180507,양천구,1.30
20180508,양천구,1.76
20180509,양천구,1.50
20180510,양천구,1.25
20180511,양천구,1.56
20180512,양천구,1.40
20180513,양천구,0.62
20180514,양천구,2.13
20180515,양천구,1.71
20180516,양천구,2.13
20180517,양천구,1.87
20180518,양천구,1.50
20180519,양천구,1.71
20180520,양천구,1.09
20180521,양천구,1.56
20180522,양천구,1.56
20180523,양천구,1.56
20180524,양천구,1.66
20180525,양천구,2.02
20180526,양천구,1.71
20180527,양천구,1.30
20180528,양천구,2.08
20180529,양천구,0.88
20180530,양천구,1.45
20180531,양천구,1.97
20180601,양천구,1.25
20180602,양천구,1.25
20180603,양천구,1.66
20180604,양천구,2.13
20180605,양천구,1.92
20180606,양천구,0.93
20180607,양천구,1.50
20180608,양천구,1.50
20180609,양천구,1.09
20180610,양천구,1.35
20180611,양천구,1.25
20180612,양천구,1.09
20180613,양천구,1.71
20180614,양천구,2.49
20180615,양천구,2.02
20180616,양천구,1.30
20180617,양천구,1.56
20180618,양천구,1.56
20180619,양천구,1.35
20180620,양천구,1.50
20180621,양천구,2.18
20180622,양천구,1.82
20180623,양천구,0.78
20180624,양천구,0.83
20180625,양천구,1.61
20180626,양천구,1.61
20180627,양천구,1.56
20180628,양천구,1.71
20180629,양천구,1.87
20180630,양천구,1.30
20180701,양천구,1.45
20180702,양천구,1.40
20180703,양천구,1.66
20180704,양천구,1.04
20180705,양천구,2.02
20180706,양천구,1.76
20180707,양천구,1.61
20180708,양천구,0.57
20180709,양천구,1.66
20180710,양천구,1.87
20180711,양천구,1.45
20180712,양천구,1.25
20180713,양천구,1.45
20180714,양천구,1.71
20180715,양천구,0.93
20180716,양천구,2.28
20180717,양천구,1.76
20180718,양천구,1.97
20180719,양천구,1.76
20180720,양천구,1.76
20180721,양천구,1.76
20180722,양천구,1.40
20180723,양천구,2.44
20180724,양천구,1.82
20180725,양천구,1.56
20180726,양천구,1.71
20180727,양천구,1.56
20180728,양천구,0.93
20180729,양천구,1.35
20180730,양천구,2.34
20180731,양천구,1.56
20180801,양천구,2.18
20180802,양천구,2.80
20180803,양천구,1.76
20180804,양천구,1.40
20180805,양천구,1.56
20180806,양천구,2.13
20180807,양천구,1.40
20180808,양천구,1.35
20180809,양천구,1.92
20180810,양천구,1.92
20180811,양천구,0.99
20180812,양천구,1.76
20180813,양천구,1.87
20180814,양천구,1.66
20180815,양천구,1.50
20180816,양천구,2.65
20180817,양천구,2.49
20180818,양천구,2.02
20180819,양천구,2.02
20180820,양천구,2.75
20180821,양천구,3.06
20180822,양천구,2.80
20180823,양천구,1.82
20180824,양천구,2.80
20180825,양천구,1.56
20180826,양천구,1.45
20180827,양천구,2.34
20180828,양천구,1.66
20180829,양천구,2.39
20180830,양천구,2.28
20180831,양천구,1.66
20180901,양천구,1.35
20180902,양천구,1.82
20180903,양천구,2.34
20180904,양천구,2.13
20180905,양천구,2.65
20180906,양천구,2.44
20180907,양천구,1.61
20180908,양천구,1.45
20180909,양천구,2.59
20180910,양천구,3.11
20180911,양천구,2.54
20180912,양천구,2.65
20180913,양천구,2.23
20180914,양천구,1.30
20180915,양천구,1.40
20180916,양천구,1.71
20180917,양천구,2.02
20180918,양천구,1.82
20180919,양천구,4.62
20180920,양천구,2.85
20180921,양천구,1.92
20180922,양천구,0.83
20180923,양천구,1.45
20180924,양천구,1.66
20180925,양천구,1.14
20180926,양천구,1.35
20180927,양천구,1.87
20180928,양천구,1.92
20180929,양천구,0.93
20180930,양천구,1.30
20181001,양천구,2.08
20181002,양천구,2.65
20181003,양천구,2.02
20181004,양천구,2.39
20181005,양천구,1.76
20181006,양천구,1.61
20181007,양천구,1.25
20181008,양천구,2.08
20181009,양천구,1.71
20181010,양천구,3.94
20181011,양천구,3.63
20181012,양천구,3.32
20181013,양천구,1.76
20181014,양천구,1.92
20181015,양천구,3.27
20181016,양천구,2.18
20181017,양천구,1.61
20181018,양천구,2.85
20181019,양천구,2.23
20181020,양천구,1.25
20181021,양천구,0.93
20181022,양천구,3.48
20181023,양천구,1.50
20181024,양천구,1.50
20181025,양천구,1.76
20181026,양천구,1.82
20181027,양천구,1.19
20181028,양천구,1.25
20181029,양천구,1.76
20181030,양천구,2.02
20181031,양천구,1.19
20181101,양천구,1.87
20181102,양천구,2.02
20181103,양천구,0.93
20181104,양천구,1.19
20181105,양천구,1.14
20181106,양천구,1.66
20181107,양천구,1.25
20181108,양천구,2.02
20181109,양천구,1.30
20181110,양천구,1.14
20181111,양천구,1.09
20181112,양천구,1.87
20181113,양천구,1.35
20181114,양천구,3.79
20181115,양천구,1.66
20181116,양천구,1.82
20181117,양천구,1.04
20181118,양천구,1.19
20181119,양천구,1.87
20181120,양천구,1.87
20181121,양천구,2.08
20181122,양천구,1.14
20181123,양천구,1.45
20181124,양천구,0.99
20181125,양천구,1.09
20181126,양천구,2.23
20181127,양천구,2.65
20181128,양천구,1.82
20181129,양천구,2.08
20181130,양천구,1.19
20181201,양천구,1.09
20181202,양천구,1.40
20181203,양천구,1.66
20181204,양천구,1.30
20181205,양천구,1.14
20181206,양천구,1.87
20181207,양천구,1.66
20181208,양천구,0.73
20181209,양천구,1.19
20181210,양천구,0.99
20181211,양천구,1.71
20181212,양천구,2.08
20181213,양천구,1.76
20181214,양천구,0.99
20181215,양천구,1.19
20181216,양천구,1.35
20181217,양천구,1.97
20181218,양천구,1.82
20181219,양천구,1.97
20181220,양천구,1.76
20181221,양천구,1.87
20181222,양천구,1.25
20181223,양천구,0.99
20181224,양천구,1.35
20181225,양천구,1.40
20181226,양천구,2.44
20181227,양천구,2.23
20181228,양천구,2.18
20181229,양천구,0.67
20181230,양천구,1.56
20181231,양천구,1.92
20190101,양천구,1.19
20190102,양천구,1.40
20190103,양천구,2.39
20190104,양천구,2.02
20190105,양천구,1.09
20190106,양천구,1.14
20190107,양천구,2.23
20190108,양천구,2.85
20190109,양천구,2.08
20190110,양천구,1.82
20190111,양천구,2.08
20190112,양천구,1.35
20190113,양천구,2.34
20190114,양천구,1.71
20190115,양천구,1.87
20190116,양천구,2.28
20190117,양천구,2.39
20190118,양천구,1.97
20190119,양천구,1.45
20190120,양천구,1.45
20190121,양천구,1.66
20190122,양천구,2.49
20190123,양천구,2.39
20190124,양천구,2.23
20190125,양천구,2.34
20190126,양천구,1.76
20190127,양천구,2.18
20190128,양천구,2.54
20190129,양천구,2.18
20190130,양천구,1.76
20190131,양천구,5.09
20190201,양천구,2.49
20190202,양천구,1.71
20190203,양천구,1.40
20190204,양천구,2.08
20190205,양천구,3.68
20190206,양천구,2.08
20190207,양천구,2.75
20190208,양천구,1.92
20190209,양천구,1.97
20190210,양천구,2.49
20190211,양천구,2.23
20190212,양천구,2.02
20190213,양천구,3.01
20190214,양천구,1.76
20190215,양천구,2.28
20190216,양천구,1.82
20190217,양천구,1.19
20190218,양천구,3.11
20190219,양천구,1.82
20190220,양천구,1.87
20190221,양천구,1.82
20190222,양천구,1.97
20190223,양천구,2.39
20190224,양천구,1.56
20190225,양천구,1.50
20190226,양천구,2.70
20190227,양천구,2.80
20190228,양천구,1.45
20190301,양천구,0.99
20190302,양천구,1.45
20190303,양천구,1.09
20190304,양천구,1.56
20190305,양천구,2.08
20190306,양천구,1.71
20190307,양천구,2.08
20190308,양천구,1.66
20190309,양천구,1.56
20190310,양천구,0.93
20190311,양천구,1.40
20190312,양천구,1.76
20190313,양천구,2.13
20190314,양천구,1.45
20190315,양천구,1.19
20190316,양천구,0.83
20190317,양천구,1.09
20190318,양천구,1.30
20190319,양천구,1.50
20190320,양천구,1.50
20190321,양천구,1.76
20190322,양천구,2.08
20190323,양천구,1.87
20190324,양천구,2.18
20190325,양천구,2.28
20190326,양천구,2.49
20190327,양천구,1.82
20190328,양천구,2.18
20190329,양천구,1.61
20190330,양천구,1.92
20190331,양천구,1.66
20190401,양천구,2.08
20190402,양천구,2.44
20190403,양천구,1.92
20190404,양천구,1.82
20190405,양천구,1.45
20190406,양천구,1.35
20190407,양천구,1.30
20190408,양천구,2.39
20190409,양천구,2.70
20190410,양천구,2.49
20190411,양천구,3.06
20190412,양천구,1.61
20190413,양천구,1.61
20190414,양천구,1.92
20190415,양천구,1.97
20190416,양천구,1.82
20190417,양천구,2.23
20190418,양천구,2.91
20190419,양천구,1.50
20190420,양천구,0.83
20190421,양천구,1.61
20190422,양천구,2.23
20190423,양천구,2.39
20190424,양천구,2.13
20190425,양천구,1.56
20190426,양천구,1.09
20190427,양천구,1.35
20190428,양천구,1.40
20190429,양천구,2.39
20190430,양천구,1.45
20190501,양천구,1.56
20190502,양천구,1.50
20190503,양천구,1.97
20190504,양천구,0.78
20190505,양천구,1.45
20190506,양천구,2.39
20190507,양천구,2.28
20190508,양천구,2.44
20190509,양천구,1.61
20190510,양천구,1.92
20190511,양천구,1.56
20190512,양천구,2.18
20190513,양천구,1.19
20190514,양천구,1.45
20190515,양천구,1.87
20190516,양천구,1.87
20190517,양천구,1.25
20190518,양천구,1.25
20190519,양천구,1.71
20190520,양천구,1.71
20190521,양천구,1.50
20190522,양천구,2.18
20190523,양천구,2.08
20190524,양천구,2.08
20190525,양천구,1.56
20190526,양천구,1.19
20190527,양천구,1.97
20190528,양천구,1.87
20190529,양천구,2.44
20190530,양천구,1.30
20190531,양천구,1.45
20190601,양천구,1.61
20190602,양천구,1.09
20190603,양천구,1.45
20190604,양천구,1.92
20190605,양천구,1.56
20190606,양천구,2.02
20190607,양천구,1.14
20190608,양천구,1.56
20190609,양천구,2.54
20190610,양천구,2.13
20190611,양천구,1.56
20190612,양천구,1.50
20190613,양천구,2.23
20190614,양천구,1.71
20190615,양천구,2.44
20190616,양천구,1.56
20190617,양천구,1.92
20190618,양천구,2.85
20190619,양천구,2.44
20190620,양천구,3.32
20190621,양천구,1.40
20190622,양천구,1.40
20190623,양천구,1.97
20190624,양천구,1.76
20190625,양천구,2.13
20190626,양천구,2.28
20190627,양천구,1.50
20190628,양천구,2.91
20190629,양천구,1.71
20190630,양천구,1.25
20190701,양천구,1.50
20190702,양천구,2.08
20190703,양천구,1.61
20190704,양천구,1.66
20190705,양천구,1.56
20190706,양천구,1.04
20190707,양천구,1.19
20190708,양천구,3.48
20190709,양천구,2.18
20190710,양천구,1.45
20190711,양천구,2.28
20190712,양천구,1.76
20190713,양천구,1.76
20190714,양천구,1.92
20190715,양천구,2.39
20190716,양천구,2.59
20190717,양천구,1.71
20190718,양천구,2.28
20190719,양천구,1.40
20190720,양천구,1.56
20190721,양천구,1.09
20190722,양천구,2.23
20190723,양천구,2.18
20190724,양천구,2.18
20190725,양천구,1.76
20190726,양천구,1.56
20190727,양천구,0.88
20190728,양천구,1.19
20190729,양천구,2.49
20190730,양천구,2.23
20190731,양천구,0.93
20190801,양천구,1.40
20190802,양천구,1.14
20190803,양천구,1.87
20190804,양천구,1.14
20190805,양천구,3.48
20190806,양천구,2.34
20190807,양천구,1.82
20190808,양천구,1.97
20190809,양천구,2.44
20190810,양천구,1.61
20190811,양천구,1.04
20190812,양천구,1.61
20190813,양천구,1.82
20190814,양천구,2.34
20190815,양천구,1.35
20190816,양천구,1.92
20190817,양천구,1.25
20190818,양천구,8.35
20190819,양천구,12.66
20190820,양천구,7.58
20190821,양천구,4.15
20190822,양천구,3.63
20190823,양천구,4.46
20190824,양천구,2.96
20190825,양천구,7.16
20190826,양천구,7.52
20190827,양천구,5.50
20190828,양천구,4.20
20190829,양천구,12.14
20190830,양천구,7.16
20190831,양천구,3.27
20190901,양천구,2.44
20190902,양천구,1.82
20190903,양천구,2.54
20190904,양천구,2.59
20190905,양천구,2.49
20190906,양천구,1.92
20190907,양천구,1.04
20190908,양천구,1.97
20190909,양천구,1.61
20190910,양천구,1.92
20190911,양천구,2.44
20190912,양천구,1.97
20190913,양천구,3.11
20190914,양천구,2.28
20190915,양천구,2.18
20190916,양천구,2.96
20190917,양천구,2.34
20190918,양천구,2.28
20190919,양천구,2.59
20190920,양천구,2.80
20190921,양천구,1.82
20190922,양천구,1.76
20190923,양천구,3.01
20190924,양천구,2.75
20190925,양천구,2.34
20190926,양천구,2.13
20190927,양천구,1.87
20190928,양천구,0.78
20190929,양천구,1.45
20190930,양천구,1.92
20160901,강서구,0.62
20160902,강서구,0.93
20160903,강서구,0.57
20160904,강서구,0.78
20160905,강서구,0.62
20160906,강서구,0.99
20160907,강서구,0.78
20160908,강서구,1.04
20160909,강서구,1.04
20160910,강서구,0.47
20160911,강서구,0.67
20160912,강서구,0.62
20160913,강서구,0.57
20160914,강서구,0.73
20160915,강서구,0.36
20160916,강서구,1.14
20160917,강서구,1.09
20160918,강서구,0.73
20160919,강서구,1.25
20160920,강서구,0.62
20160921,강서구,0.62
20160922,강서구,0.99
20160923,강서구,0.67
