날짜,구,지수
20180708,중랑구,0.00
20180709,중랑구,0.36
20180710,중랑구,0.00
20180711,중랑구,0.00
20180712,중랑구,0.00
20180713,중랑구,0.36
20180714,중랑구,0.36
20180715,중랑구,0.00
20180716,중랑구,0.00
20180717,중랑구,0.00
20180718,중랑구,0.00
20180719,중랑구,0.00
20180720,중랑구,0.00
20180721,중랑구,0.36
20180722,중랑구,0.00
20180723,중랑구,0.26
20180724,중랑구,0.00
20180725,중랑구,0.00
20180726,중랑구,0.00
20180727,중랑구,0.00
20180728,중랑구,0.26
20180729,중랑구,0.00
20180730,중랑구,0.00
20180731,중랑구,0.00
20180801,중랑구,0.00
20180802,중랑구,0.00
20180803,중랑구,0.00
20180804,중랑구,0.00
20180805,중랑구,0.00
20180806,중랑구,0.00
20180807,중랑구,0.00
20180808,중랑구,0.00
20180809,중랑구,0.00
20180810,중랑구,0.26
20180811,중랑구,0.00
20180812,중랑구,0.00
20180813,중랑구,0.00
20180814,중랑구,0.00
20180815,중랑구,0.00
20180816,중랑구,0.00
20180817,중랑구,0.26
20180818,중랑구,0.47
20180819,중랑구,0.00
20180820,중랑구,0.26
20180821,중랑구,0.31
20180822,중랑구,0.00
20180823,중랑구,0.00
20180824,중랑구,0.26
20180825,중랑구,0.00
20180826,중랑구,0.00
20180827,중랑구,0.00
20180828,중랑구,0.36
20180829,중랑구,0.00
20180830,중랑구,0.00
20180831,중랑구,0.00
20180901,중랑구,0.00
20180902,중랑구,0.47
20180903,중랑구,0.00
20180904,중랑구,0.26
20180905,중랑구,0.26
20180906,중랑구,0.00
20180907,중랑구,0.00
20180908,중랑구,0.00
20180909,중랑구,0.00
20180910,중랑구,0.26
20180911,중랑구,0.26
20180912,중랑구,0.42
20180913,중랑구,0.31
20180914,중랑구,0.42
20180915,중랑구,0.00
20180916,중랑구,0.00
20180917,중랑구,0.00
20180918,중랑구,0.00
20180919,중랑구,0.26
20180920,중랑구,0.00
20180921,중랑구,0.00
20180922,중랑구,0.00
20180923,중랑구,0.00
20180924,중랑구,0.31
20180925,중랑구,0.00
20180926,중랑구,0.26
20180927,중랑구,0.00
20180928,중랑구,0.00
20180929,중랑구,0.31
20180930,중랑구,0.00
20181001,중랑구,0.31
20181002,중랑구,0.00
20181003,중랑구,0.26
20181004,중랑구,0.00
20181005,중랑구,0.00
20181006,중랑구,0.00
20181007,중랑구,0.00
20181008,중랑구,0.00
20181009,중랑구,0.00
20181010,중랑구,0.31
20181011,중랑구,0.00
20181012,중랑구,0.00
20181013,중랑구,0.26
20181014,중랑구,0.00
20181015,중랑구,0.00
20181016,중랑구,0.00
20181017,중랑구,0.26
20181018,중랑구,0.00
20181019,중랑구,0.00
20181020,중랑구,0.00
20181021,중랑구,0.00
20181022,중랑구,0.00
20181023,중랑구,0.00
20181024,중랑구,0.36
20181025,중랑구,0.00
20181026,중랑구,0.00
20181027,중랑구,0.00
20181028,중랑구,0.00
20181029,중랑구,0.00
20181030,중랑구,0.00
20181031,중랑구,0.00
20181101,중랑구,0.00
20181102,중랑구,0.00
20181103,중랑구,0.00
20181104,중랑구,0.26
20181105,중랑구,0.00
20181106,중랑구,0.26
20181107,중랑구,0.00
20181108,중랑구,0.00
20181109,중랑구,0.00
20181110,중랑구,0.00
20181111,중랑구,0.00
20181112,중랑구,0.00
20181113,중랑구,0.00
20181114,중랑구,0.00
20181115,중랑구,0.00
20181116,중랑구,0.00
20181117,중랑구,0.26
20181118,중랑구,0.00
20181119,중랑구,0.00
20181120,중랑구,0.00
20181121,중랑구,0.00
20181122,중랑구,0.00
20181123,중랑구,0.00
20181124,중랑구,0.00
20181125,중랑구,0.26
20181126,중랑구,0.00
20181127,중랑구,0.00
20181128,중랑구,0.00
20181129,중랑구,0.00
20181130,중랑구,0.00
20181201,중랑구,0.00
20181202,중랑구,0.26
20181203,중랑구,0.00
20181204,중랑구,0.00
20181205,중랑구,0.00
20181206,중랑구,0.00
20181207,중랑구,0.00
20181208,중랑구,0.00
20181209,중랑구,0.00
20181210,중랑구,0.00
20181211,중랑구,0.00
20181212,중랑구,0.47
20181213,중랑구,0.00
20181214,중랑구,0.00
20181215,중랑구,0.00
20181216,중랑구,0.00
20181217,중랑구,0.00
20181218,중랑구,0.00
20181219,중랑구,0.00
20181220,중랑구,0.00
20181221,중랑구,0.00
20181222,중랑구,0.00
20181223,중랑구,0.00
20181224,중랑구,0.00
20181225,중랑구,0.00
20181226,중랑구,0.00
20181227,중랑구,0.00
20181228,중랑구,0.00
20181229,중랑구,0.00
20181230,중랑구,0.00
20181231,중랑구,0.00
20190101,중랑구,0.00
20190102,중랑구,0.26
20190103,중랑구,0.00
20190104,중랑구,0.00
20190105,중랑구,0.00
20190106,중랑구,0.00
20190107,중랑구,0.00
20190108,중랑구,0.00
20190109,중랑구,0.00
20190110,중랑구,0.00
20190111,중랑구,0.00
20190112,중랑구,0.00
20190113,중랑구,0.00
20190114,중랑구,0.00
20190115,중랑구,0.00
20190116,중랑구,0.00
20190117,중랑구,0.31
20190118,중랑구,0.00
20190119,중랑구,0.00
20190120,중랑구,0.00
20190121,중랑구,0.00
20190122,중랑구,0.00
20190123,중랑구,0.00
20190124,중랑구,0.00
20190125,중랑구,0.00
20190126,중랑구,0.26
20190127,중랑구,0.00
20190128,중랑구,0.00
20190129,중랑구,0.00
20190130,중랑구,0.00
20190131,중랑구,0.00
20190201,중랑구,0.00
20190202,중랑구,0.00
20190203,중랑구,0.00
20190204,중랑구,0.00
20190205,중랑구,0.00
20190206,중랑구,0.00
20190207,중랑구,0.00
20190208,중랑구,0.00
20190209,중랑구,0.00
20190210,중랑구,0.00
20190211,중랑구,0.31
20190212,중랑구,0.31
20190213,중랑구,0.00
20190214,중랑구,0.26
20190215,중랑구,0.00
20190216,중랑구,0.00
20190217,중랑구,0.36
20190218,중랑구,0.00
20190219,중랑구,0.00
20190220,중랑구,0.00
20190221,중랑구,0.00
20190222,중랑구,0.31
20190223,중랑구,0.00
20190224,중랑구,0.36
20190225,중랑구,0.00
20190226,중랑구,0.00
20190227,중랑구,0.00
20190228,중랑구,0.00
20190301,중랑구,0.26
20190302,중랑구,0.00
20190303,중랑구,0.00
20190304,중랑구,0.26
20190305,중랑구,0.00
20190306,중랑구,0.00
20190307,중랑구,0.00
20190308,중랑구,0.00
20190309,중랑구,0.00
20190310,중랑구,0.00
20190311,중랑구,0.31
20190312,중랑구,0.00
20190313,중랑구,0.00
20190314,중랑구,0.00
20190315,중랑구,0.00
20190316,중랑구,0.00
20190317,중랑구,0.00
20190318,중랑구,0.00
20190319,중랑구,0.00
20190320,중랑구,0.00
20190321,중랑구,0.00
20190322,중랑구,0.00
20190323,중랑구,0.00
20190324,중랑구,0.26
20190325,중랑구,0.31
20190326,중랑구,0.00
20190327,중랑구,0.00
20190328,중랑구,0.00
20190329,중랑구,0.00
20190330,중랑구,0.00
20190331,중랑구,0.26
20190401,중랑구,0.31
20190402,중랑구,0.00
20190403,중랑구,0.00
20190404,중랑구,0.00
20190405,중랑구,0.00
20190406,중랑구,0.00
20190407,중랑구,0.00
20190408,중랑구,0.00
20190409,중랑구,0.00
20190410,중랑구,0.00
20190411,중랑구,0.26
20190412,중랑구,0.00
20190413,중랑구,0.00
20190414,중랑구,0.31
20190415,중랑구,0.00
20190416,중랑구,0.00
20190417,중랑구,0.00
20190418,중랑구,0.00
20190419,중랑구,0.00
20190420,중랑구,0.00
20190421,중랑구,0.26
20190422,중랑구,0.00
20190423,중랑구,0.00
20190424,중랑구,0.00
20190425,중랑구,0.00
20190426,중랑구,0.26
20190427,중랑구,0.00
20190428,중랑구,0.36
20190429,중랑구,0.00
20190430,중랑구,0.00
20190501,중랑구,0.00
20190502,중랑구,0.00
20190503,중랑구,0.31
20190504,중랑구,0.00
20190505,중랑구,0.42
20190506,중랑구,0.00
20190507,중랑구,0.00
20190508,중랑구,0.00
20190509,중랑구,0.00
20190510,중랑구,0.00
20190511,중랑구,0.00
20190512,중랑구,0.00
20190513,중랑구,0.00
20190514,중랑구,0.00
20190515,중랑구,0.00
20190516,중랑구,0.00
20190517,중랑구,0.00
20190518,중랑구,0.00
20190519,중랑구,0.00
20190520,중랑구,0.00
20190521,중랑구,0.00
20190522,중랑구,0.00
20190523,중랑구,0.00
20190524,중랑구,0.00
20190525,중랑구,0.00
20190526,중랑구,0.26
20190527,중랑구,0.00
20190528,중랑구,0.00
20190529,중랑구,0.00
20190530,중랑구,0.00
20190531,중랑구,0.00
20190601,중랑구,0.00
20190602,중랑구,0.00
20190603,중랑구,0.00
20190604,중랑구,0.00
20190605,중랑구,0.00
20190606,중랑구,0.00
20190607,중랑구,0.26
20190608,중랑구,0.00
20190609,중랑구,0.00
20190610,중랑구,0.00
20190611,중랑구,0.00
20190612,중랑구,0.00
20190613,중랑구,0.00
20190614,중랑구,0.26
20190615,중랑구,0.31
20190616,중랑구,0.00
20190617,중랑구,0.00
20190618,중랑구,0.26
20190619,중랑구,0.00
20190620,중랑구,0.36
20190621,중랑구,0.00
20190622,중랑구,0.00
20190623,중랑구,0.00
20190624,중랑구,0.00
20190625,중랑구,0.00
20190626,중랑구,0.00
20190627,중랑구,0.00
20190628,중랑구,0.00
20190629,중랑구,0.00
20190630,중랑구,0.26
20190701,중랑구,0.00
20190702,중랑구,0.00
20190703,중랑구,0.00
20190704,중랑구,0.26
20190705,중랑구,0.00
20190706,중랑구,0.00
20190707,중랑구,0.00
20190708,중랑구,0.00
20190709,중랑구,0.00
20190710,중랑구,0.00
20190711,중랑구,0.00
20190712,중랑구,0.00
20190713,중랑구,0.00
20190714,중랑구,0.26
20190715,중랑구,0.00
20190716,중랑구,0.00
20190717,중랑구,0.00
20190718,중랑구,0.00
20190719,중랑구,0.00
20190720,중랑구,0.00
20190721,중랑구,0.00
20190722,중랑구,0.36
20190723,중랑구,0.00
20190724,중랑구,0.00
20190725,중랑구,0.00
20190726,중랑구,0.00
20190727,중랑구,0.00
20190728,중랑구,0.36
20190729,중랑구,0.00
20190730,중랑구,0.00
20190731,중랑구,0.00
20190801,중랑구,0.00
20190802,중랑구,0.00
20190803,중랑구,0.00
20190804,중랑구,0.00
20190805,중랑구,0.00
20190806,중랑구,0.00
20190807,중랑구,0.00
20190808,중랑구,0.00
20190809,중랑구,0.00
20190810,중랑구,0.00
20190811,중랑구,0.00
20190812,중랑구,0.26
20190813,중랑구,0.00
20190814,중랑구,0.00
20190815,중랑구,0.31
20190816,중랑구,0.00
20190817,중랑구,0.00
20190818,중랑구,0.26
20190819,중랑구,0.00
20190820,중랑구,0.00
20190821,중랑구,0.00
20190822,중랑구,0.00
20190823,중랑구,0.00
20190824,중랑구,0.36
20190825,중랑구,0.00
20190826,중랑구,0.00
20190827,중랑구,0.26
20190828,중랑구,0.00
20190829,중랑구,0.00
20190830,중랑구,0.00
20190831,중랑구,0.00
20190901,중랑구,0.00
20190902,중랑구,0.00
20190903,중랑구,0.26
20190904,중랑구,0.00
20190905,중랑구,0.00
20190906,중랑구,0.00
20190907,중랑구,0.00
20190908,중랑구,0.00
20190909,중랑구,0.00
20190910,중랑구,0.00
20190911,중랑구,0.00
20190912,중랑구,0.00
20190913,중랑구,0.00
20190914,중랑구,0.00
20190915,중랑구,0.26
20190916,중랑구,0.00
20190917,중랑구,0.00
20190918,중랑구,0.00
20190919,중랑구,0.00
20190920,중랑구,0.00
20190921,중랑구,0.00
20190922,중랑구,0.00
20190923,중랑구,0.00
20190924,중랑구,0.00
20190925,중랑구,0.52
20190926,중랑구,0.00
20190927,중랑구,0.00
20190928,중랑구,0.00
20190929,중랑구,0.26
20190930,중랑구,0.00
20160901,성북구,0.00
20160902,성북구,0.52
20160903,성북구,0.00
20160904,성북구,0.42
20160905,성북구,0.36
20160906,성북구,0.00
20160907,성북구,0.26
20160908,성북구,0.47
20160909,성북구,0.26
20160910,성북구,0.36
20160911,성북구,0.78
20160912,성북구,0.26
20160913,성북구,0.00
20160914,성북구,0.00
20160915,성북구,0.00
20160916,성북구,0.26
20160917,성북구,0.00
20160918,성북구,0.26
20160919,성북구,0.31
20160920,성북구,0.36
20160921,성북구,0.00
20160922,성북구,0.00
20160923,성북구,0.00
20160924,성북구,0.00
20160925,성북구,0.00
20160926,성북구,0.00
20160927,성북구,0.67
20160928,성북구,0.31
20160929,성북구,0.00
20160930,성북구,0.00
20161001,성북구,0.00
20161002,성북구,0.31
20161003,성북구,0.67
20161004,성북구,0.83
20161005,성북구,0.73
20161006,성북구,0.62
20161007,성북구,0.00
20161008,성북구,0.47
20161009,성북구,0.00
20161010,성북구,0.31
20161011,성북구,0.00
20161012,성북구,0.36
20161013,성북구,0.42
20161014,성북구,0.78
20161015,성북구,0.00
20161016,성북구,0.47
20161017,성북구,0.42
20161018,성북구,0.31
20161019,성북구,0.73
20161020,성북구,0.00
20161021,성북구,0.00
20161022,성북구,0.00
20161023,성북구,0.36
20161024,성북구,0.47
20161025,성북구,0.26
20161026,성북구,0.36
20161027,성북구,0.57
20161028,성북구,0.00
20161029,성북구,0.00
20161030,성북구,0.31
20161031,성북구,0.00
20161101,성북구,0.00
20161102,성북구,0.00
20161103,성북구,0.26
20161104,성북구,0.00
20161105,성북구,0.57
20161106,성북구,0.31
20161107,성북구,0.00
20161108,성북구,0.00
20161109,성북구,0.00
20161110,성북구,0.00
20161111,성북구,0.00
20161112,성북구,0.00
20161113,성북구,0.00
20161114,성북구,0.00
20161115,성북구,0.42
20161116,성북구,0.00
20161117,성북구,0.00
20161118,성북구,0.00
20161119,성북구,0.36
20161120,성북구,0.26
20161121,성북구,0.67
20161122,성북구,0.00
20161123,성북구,0.00
20161124,성북구,0.67
20161125,성북구,0.00
20161126,성북구,0.00
20161127,성북구,0.47
20161128,성북구,0.00
20161129,성북구,0.52
20161130,성북구,0.00
20161201,성북구,0.42
20161202,성북구,0.00
20161203,성북구,0.00
20161204,성북구,0.00
20161205,성북구,0.26
20161206,성북구,0.00
20161207,성북구,0.00
20161208,성북구,0.00
20161209,성북구,0.00
20161210,성북구,0.52
20161211,성북구,0.00
20161212,성북구,0.00
20161213,성북구,0.00
20161214,성북구,0.00
20161215,성북구,0.00
20161216,성북구,0.00
20161217,성북구,0.00
20161218,성북구,0.00
20161219,성북구,0.00
20161220,성북구,0.00
20161221,성북구,0.00
20161222,성북구,0.00
20161223,성북구,0.00
20161224,성북구,0.00
20161225,성북구,0.31
20161226,성북구,0.00
20161227,성북구,0.00
20161228,성북구,0.00
20161229,성북구,0.00
20161230,성북구,0.00
20161231,성북구,0.31
20170101,성북구,0.00
20170102,성북구,0.47
20170103,성북구,0.31
20170104,성북구,0.26
20170105,성북구,0.00
20170106,성북구,0.00
20170107,성북구,0.31
20170108,성북구,0.42
20170109,성북구,0.00
20170110,성북구,0.00
20170111,성북구,0.36
20170112,성북구,0.00
20170113,성북구,0.36
20170114,성북구,0.00
20170115,성북구,0.00
20170116,성북구,0.31
20170117,성북구,0.31
20170118,성북구,0.26
20170119,성북구,0.00
20170120,성북구,0.00
20170121,성북구,0.00
20170122,성북구,0.00
20170123,성북구,0.26
20170124,성북구,0.67
20170125,성북구,0.00
20170126,성북구,0.36
20170127,성북구,0.26
20170128,성북구,0.26
20170129,성북구,0.26
20170130,성북구,0.67
20170131,성북구,0.99
20170201,성북구,0.67
20170202,성북구,0.00
20170203,성북구,0.00
20170204,성북구,0.00
20170205,성북구,0.88
20170206,성북구,0.31
20170207,성북구,0.36
20170208,성북구,0.62
20170209,성북구,0.00
20170210,성북구,0.00
20170211,성북구,0.26
20170212,성북구,0.31
20170213,성북구,0.26
20170214,성북구,0.42
20170215,성북구,0.52
20170216,성북구,0.00
20170217,성북구,0.31
20170218,성북구,0.00
20170219,성북구,0.52
20170220,성북구,0.00
20170221,성북구,0.00
20170222,성북구,0.00
20170223,성북구,0.00
20170224,성북구,0.57
20170225,성북구,0.00
20170226,성북구,0.00
20170227,성북구,0.00
20170228,성북구,0.00
20170301,성북구,0.47
20170302,성북구,0.36
20170303,성북구,0.36
20170304,성북구,0.00
20170305,성북구,0.00
20170306,성북구,0.26
20170307,성북구,0.57
20170308,성북구,0.26
20170309,성북구,0.00
20170310,성북구,0.00
20170311,성북구,0.00
20170312,성북구,0.62
20170313,성북구,0.52
20170314,성북구,0.47
20170315,성북구,0.26
20170316,성북구,0.00
20170317,성북구,0.00
20170318,성북구,0.57
20170319,성북구,0.31
20170320,성북구,0.00
20170321,성북구,0.26
20170322,성북구,0.00
20170323,성북구,0.00
20170324,성북구,0.00
20170325,성북구,0.00
20170326,성북구,0.31
20170327,성북구,0.00
20170328,성북구,0.31
20170329,성북구,0.47
20170330,성북구,0.31
20170331,성북구,0.36
20170401,성북구,0.00
20170402,성북구,0.26
20170403,성북구,0.00
20170404,성북구,0.00
20170405,성북구,0.00
20170406,성북구,0.26
20170407,성북구,0.00
20170408,성북구,0.00
20170409,성북구,0.36
20170410,성북구,0.00
20170411,성북구,0.00
20170412,성북구,0.00
20170413,성북구,0.26
20170414,성북구,0.00
20170415,성북구,0.31
20170416,성북구,0.31
20170417,성북구,0.00
20170418,성북구,0.26
20170419,성북구,0.00
20170420,성북구,0.31
20170421,성북구,0.31
20170422,성북구,0.57
20170423,성북구,0.26
20170424,성북구,0.36
20170425,성북구,0.00
20170426,성북구,0.26
20170427,성북구,0.26
20170428,성북구,0.00
20170429,성북구,0.00
20170430,성북구,0.62
20170501,성북구,0.47
20170502,성북구,0.42
20170503,성북구,0.00
20170504,성북구,0.31
20170505,성북구,0.36
20170506,성북구,0.36
20170507,성북구,0.00
20170508,성북구,0.26
20170509,성북구,0.57
20170510,성북구,0.00
20170511,성북구,0.67
20170512,성북구,0.42
20170513,성북구,0.00
20170514,성북구,0.31
20170515,성북구,0.00
20170516,성북구,0.31
20170517,성북구,0.36
20170518,성북구,0.62
20170519,성북구,0.00
20170520,성북구,0.73
20170521,성북구,0.31
20170522,성북구,0.26
20170523,성북구,0.00
20170524,성북구,0.52
20170525,성북구,0.00
20170526,성북구,0.00
20170527,성북구,0.36
20170528,성북구,0.00
20170529,성북구,0.62
20170530,성북구,0.31
20170531,성북구,0.47
20170601,성북구,0.26
20170602,성북구,0.42
20170603,성북구,0.52
20170604,성북구,0.42
20170605,성북구,0.31
20170606,성북구,0.00
20170607,성북구,0.31
20170608,성북구,0.31
20170609,성북구,0.26
20170610,성북구,0.00
20170611,성북구,0.26
20170612,성북구,0.73
20170613,성북구,0.42
20170614,성북구,0.57
20170615,성북구,0.57
20170616,성북구,0.00
20170617,성북구,0.00
20170618,성북구,0.26
20170619,성북구,0.73
20170620,성북구,0.00
20170621,성북구,0.26
20170622,성북구,0.42
20170623,성북구,0.00
20170624,성북구,0.00
20170625,성북구,0.31
20170626,성북구,0.00
20170627,성북구,0.26
20170628,성북구,0.36
20170629,성북구,0.31
20170630,성북구,0.26
20170701,성북구,0.26
20170702,성북구,0.00
20170703,성북구,0.31
20170704,성북구,0.00
20170705,성북구,0.00
20170706,성북구,0.00
20170707,성북구,0.00
20170708,성북구,0.47
20170709,성북구,0.00
20170710,성북구,0.00
20170711,성북구,1.25
20170712,성북구,0.36
20170713,성북구,0.00
20170714,성북구,0.00
20170715,성북구,0.36
20170716,성북구,0.00
20170717,성북구,0.57
20170718,성북구,0.00
20170719,성북구,0.00
20170720,성북구,0.31
20170721,성북구,0.00
20170722,성북구,0.26
20170723,성북구,0.36
20170724,성북구,0.73
20170725,성북구,0.00
20170726,성북구,0.42
20170727,성북구,0.00
20170728,성북구,0.00
20170729,성북구,0.31
20170730,성북구,0.36
20170731,성북구,0.26
20170801,성북구,0.42
20170802,성북구,0.00
20170803,성북구,0.47
20170804,성북구,0.00
20170805,성북구,0.00
20170806,성북구,0.36
20170807,성북구,0.83
20170808,성북구,0.26
20170809,성북구,0.67
20170810,성북구,0.00
20170811,성북구,0.26
20170812,성북구,0.67
20170813,성북구,0.42
20170814,성북구,0.00
20170815,성북구,0.42
20170816,성북구,0.57
20170817,성북구,0.78
20170818,성북구,0.31
20170819,성북구,0.00
20170820,성북구,0.26
20170821,성북구,0.26
20170822,성북구,0.26
20170823,성북구,0.26
20170824,성북구,0.00
20170825,성북구,0.47
20170826,성북구,0.00
20170827,성북구,0.42
20170828,성북구,0.00
20170829,성북구,0.78
20170830,성북구,1.09
20170831,성북구,0.57
20170901,성북구,0.26
20170902,성북구,0.00
20170903,성북구,0.73
20170904,성북구,0.52
20170905,성북구,0.47
20170906,성북구,0.00
20170907,성북구,0.00
20170908,성북구,0.00
20170909,성북구,0.00
20170910,성북구,0.62
20170911,성북구,0.36
20170912,성북구,0.00
20170913,성북구,0.67
20170914,성북구,0.42
20170915,성북구,0.31
20170916,성북구,0.57
20170917,성북구,0.42
20170918,성북구,0.00
20170919,성북구,0.00
20170920,성북구,0.00
20170921,성북구,0.00
20170922,성북구,0.00
20170923,성북구,0.00
20170924,성북구,0.26
20170925,성북구,0.00
20170926,성북구,0.26
20170927,성북구,0.31
20170928,성북구,0.00
20170929,성북구,0.00
20170930,성북구,0.00
20171001,성북구,0.00
20171002,성북구,0.26
20171003,성북구,0.31
20171004,성북구,0.47
20171005,성북구,0.31
20171006,성북구,0.00
20171007,성북구,0.93
20171008,성북구,0.57
20171009,성북구,0.26
20171010,성북구,0.00
20171011,성북구,0.31
20171012,성북구,0.00
20171013,성북구,0.26
20171014,성북구,0.31
20171015,성북구,0.00
20171016,성북구,0.42
20171017,성북구,0.26
20171018,성북구,0.00
20171019,성북구,0.00
20171020,성북구,0.00
20171021,성북구,0.26
20171022,성북구,0.47
20171023,성북구,0.00
20171024,성북구,0.00
20171025,성북구,0.26
20171026,성북구,0.31
20171027,성북구,0.00
20171028,성북구,0.42
20171029,성북구,0.00
20171030,성북구,0.31
20171031,성북구,0.26
20171101,성북구,0.36
20171102,성북구,0.00
20171103,성북구,0.00
20171104,성북구,0.00
20171105,성북구,0.00
20171106,성북구,0.31
20171107,성북구,0.00
20171108,성북구,0.00
20171109,성북구,0.00
20171110,성북구,0.00
20171111,성북구,0.00
20171112,성북구,0.00
20171113,성북구,0.00
20171114,성북구,0.31
20171115,성북구,0.00
20171116,성북구,0.00
20171117,성북구,0.00
20171118,성북구,0.00
20171119,성북구,0.26
20171120,성북구,0.00
20171121,성북구,0.00
20171122,성북구,0.00
20171123,성북구,0.36
20171124,성북구,0.26
20171125,성북구,0.00
20171126,성북구,0.31
20171127,성북구,0.42
20171128,성북구,0.57
20171129,성북구,0.00
20171130,성북구,0.00
20171201,성북구,0.00
20171202,성북구,0.00
20171203,성북구,0.42
20171204,성북구,0.00
20171205,성북구,0.00
20171206,성북구,0.26
20171207,성북구,0.00
20171208,성북구,0.00
20171209,성북구,0.00
20171210,성북구,0.00
20171211,성북구,0.00
20171212,성북구,0.47
20171213,성북구,0.00
20171214,성북구,0.00
20171215,성북구,0.26
20171216,성북구,0.00
20171217,성북구,0.00
20171218,성북구,0.00
20171219,성북구,0.26
20171220,성북구,0.26
20171221,성북구,0.00
20171222,성북구,0.00
20171223,성북구,0.00
20171224,성북구,0.00
20171225,성북구,0.31
20171226,성북구,0.00
20171227,성북구,0.42
20171228,성북구,0.26
20171229,성북구,0.31
20171230,성북구,0.00
20171231,성북구,0.00
20180101,성북구,0.00
20180102,성북구,0.00
20180103,성북구,0.00
20180104,성북구,0.00
20180105,성북구,0.62
20180106,성북구,0.31
20180107,성북구,0.31
20180108,성북구,0.36
20180109,성북구,0.00
20180110,성북구,0.36
20180111,성북구,0.00
20180112,성북구,0.42
20180113,성북구,0.31
20180114,성북구,0.42
20180115,성북구,0.31
20180116,성북구,0.42
20180117,성북구,0.57
20180118,성북구,0.00
20180119,성북구,0.36
20180120,성북구,0.31
20180121,성북구,0.42
20180122,성북구,0.52
20180123,성북구,0.57
20180124,성북구,0.26
20180125,성북구,0.31
20180126,성북구,0.42
20180127,성북구,0.62
20180128,성북구,0.62
20180129,성북구,0.00
20180130,성북구,0.62
20180131,성북구,0.78
20180201,성북구,0.31
20180202,성북구,0.47
20180203,성북구,0.00
20180204,성북구,0.36
20180205,성북구,0.67
20180206,성북구,0.57
20180207,성북구,0.31
20180208,성북구,0.00
20180209,성북구,0.26
20180210,성북구,0.00
20180211,성북구,0.36
20180212,성북구,0.52
20180213,성북구,0.00
20180214,성북구,0.00
20180215,성북구,0.42
20180216,성북구,0.31
20180217,성북구,0.57
20180218,성북구,0.99
20180219,성북구,0.26
20180220,성북구,0.31
20180221,성북구,0.00
20180222,성북구,0.00
20180223,성북구,0.26
20180224,성북구,0.31
20180225,성북구,0.67
20180226,성북구,0.83
20180227,성북구,0.00
20180228,성북구,0.36
20180301,성북구,0.31
20180302,성북구,0.42
20180303,성북구,0.31
20180304,성북구,0.57
20180305,성북구,0.31
20180306,성북구,0.31
20180307,성북구,0.52
20180308,성북구,0.36
20180309,성북구,0.73
20180310,성북구,0.47
20180311,성북구,0.42
20180312,성북구,0.52
20180313,성북구,0.42
20180314,성북구,0.31
20180315,성북구,0.42
20180316,성북구,0.57
20180317,성북구,0.47
20180318,성북구,0.57
20180319,성북구,0.00
20180320,성북구,0.57
20180321,성북구,0.26
20180322,성북구,0.00
20180323,성북구,0.00
20180324,성북구,0.31
20180325,성북구,0.31
20180326,성북구,0.99
20180327,성북구,0.00
20180328,성북구,0.00
20180329,성북구,0.52
20180330,성북구,0.57
20180331,성북구,0.52
20180401,성북구,0.42
20180402,성북구,0.26
20180403,성북구,0.00
20180404,성북구,0.31
20180405,성북구,0.36
20180406,성북구,0.00
20180407,성북구,0.00
20180408,성북구,0.00
20180409,성북구,0.00
20180410,성북구,0.36
20180411,성북구,0.36
20180412,성북구,0.57
20180413,성북구,0.26
20180414,성북구,0.36
20180415,성북구,0.31
20180416,성북구,0.88
20180417,성북구,0.47
20180418,성북구,0.73
20180419,성북구,0.47
20180420,성북구,0.00
20180421,성북구,0.47
20180422,성북구,0.88
20180423,성북구,0.47
20180424,성북구,0.00
20180425,성북구,0.00
20180426,성북구,0.26
20180427,성북구,0.00
20180428,성북구,0.26
20180429,성북구,0.26
20180430,성북구,0.00
20180501,성북구,0.00
20180502,성북구,0.47
20180503,성북구,0.36
20180504,성북구,0.26
20180505,성북구,0.47
20180506,성북구,0.42
20180507,성북구,0.26
20180508,성북구,0.00
20180509,성북구,0.36
20180510,성북구,0.47
20180511,성북구,0.31
20180512,성북구,0.67
20180513,성북구,0.47
20180514,성북구,0.00
20180515,성북구,0.26
20180516,성북구,0.62
20180517,성북구,0.31
20180518,성북구,0.00
20180519,성북구,0.00
20180520,성북구,0.73
20180521,성북구,0.00
20180522,성북구,0.36
20180523,성북구,0.00
20180524,성북구,0.00
20180525,성북구,0.31
20180526,성북구,0.00
20180527,성북구,0.47
20180528,성북구,0.00
20180529,성북구,0.36
20180530,성북구,0.00
20180531,성북구,0.31
20180601,성북구,0.36
20180602,성북구,0.42
20180603,성북구,0.31
20180604,성북구,0.47
20180605,성북구,0.31
20180606,성북구,0.31
20180607,성북구,0.26
20180608,성북구,0.26
20180609,성북구,0.26
20180610,성북구,0.36
20180611,성북구,0.00
20180612,성북구,0.00
20180613,성북구,0.00
20180614,성북구,0.31
20180615,성북구,0.47
20180616,성북구,0.42
20180617,성북구,0.57
20180618,성북구,0.00
20180619,성북구,0.52
20180620,성북구,0.00
20180621,성북구,0.26
20180622,성북구,0.26
20180623,성북구,0.36
20180624,성북구,0.67
20180625,성북구,0.62
20180626,성북구,0.00
20180627,성북구,0.00
20180628,성북구,0.31
20180629,성북구,0.57
20180630,성북구,0.31
20180701,성북구,0.26
20180702,성북구,0.00
20180703,성북구,0.31
20180704,성북구,0.00
20180705,성북구,0.00
20180706,성북구,0.00
20180707,성북구,0.42
20180708,성북구,0.36
20180709,성북구,0.36
20180710,성북구,0.47
