기간	컬럼1	컬럼2	합계	합계	합계	자영업주 및 무급가족	자영업주 및 무급가족	상용근로자	상용근로자	임시 및 일용근로자	임시 및 일용근로자	기타 종사자	기타 종사자
기간	컬럼1	컬럼2	사업체수	총종사자수	여성종사자	소계	여성종사자	소계	여성종사자	소계	여성종사자	소계	여성종사자
2016	강서구	우장산동	1,708	7,430	3,927	1,663	782	4,023	2,046	1,077	610	667	489
2016	구로구	소계	38,033	211,391	88,084	32,041	11,623	149,565	61,306	21,972	9,934	7,813	5,221
2016	구로구	신도림동	2,835	14,839	7,155	2,436	870	9,353	4,543	1,956	1,001	1,094	741
2016	구로구	구로1동	626	3,021	1,098	610	288	1,690	712	717	96	4	2
2016	구로구	구로3동	6,881	82,785	29,914	3,218	1,192	71,083	25,083	6,009	2,502	2,475	1,137
2016	구로구	구로4동	2,023	5,011	2,775	2,199	1,132	2,163	1,201	568	388	81	54
2016	구로구	구로5동	4,857	26,516	11,598	4,005	1,208	15,661	6,907	4,691	1,687	2,159	1,796
2016	구로구	고척1동	2,629	9,475	4,067	2,556	800	5,453	2,532	1,178	515	288	220
2016	구로구	고척2동	1,427	3,976	2,055	1,520	642	1,879	1,089	506	277	71	47
2016	구로구	개봉2동	1,133	2,989	1,693	1,213	510	1,416	924	240	158	120	101
2016	구로구	개봉3동	1,012	5,099	2,391	1,050	456	3,641	1,659	349	220	59	56
2016	구로구	오류1동	1,121	5,158	2,697	1,160	489	2,879	1,625	865	390	254	193
2016	구로구	오류2동	1,573	7,882	3,290	1,500	565	5,517	2,226	752	414	113	85
2016	구로구	수궁동	1,272	5,881	2,111	1,142	389	4,269	1,525	457	190	13	7
2016	구로구	가리봉동	976	2,820	1,573	1,041	502	1,419	855	232	100	128	116
2016	구로구	구로2동	7,912	30,343	12,792	6,605	1,863	20,406	9,012	2,680	1,523	652	394
2016	구로구	개봉1동	1,756	5,596	2,875	1,786	717	2,736	1,413	772	473	302	272
2016	금천구	소계	30,987	225,578	83,939	23,437	8,757	170,883	60,908	25,442	11,111	5,816	3,163
2016	금천구	가산동	13,752	153,745	53,813	6,529	2,290	127,548	43,154	16,276	6,754	3,392	1,615
2016	금천구	독산1동	3,922	24,440	9,052	3,327	1,177	17,480	6,061	2,622	1,211	1,011	603
2016	금천구	독산2동	1,178	3,542	1,630	1,268	532	1,378	705	809	339	87	54
2016	금천구	독산3동	2,190	8,267	3,618	2,469	1,078	4,606	1,779	1,012	642	180	119
2016	금천구	독산4동	1,011	3,674	1,735	1,112	500	1,886	836	582	334	94	65
2016	금천구	시흥1동	2,986	13,912	6,883	3,093	1,408	8,143	4,115	2,241	1,051	435	309
2016	금천구	시흥2동	576	2,005	1,233	581	197	1,136	819	106	65	182	152
2016	금천구	시흥3동	3,340	10,610	3,041	2,901	669	6,258	1,993	1,238	329	213	50
2016	금천구	시흥4동	859	1,938	1,112	906	353	726	517	136	93	170	149
2016	금천구	시흥5동	1,173	3,445	1,822	1,251	553	1,722	929	420	293	52	47
2016	영등포구	소계	43,678	366,625	150,707	36,300	13,901	282,851	113,452	31,779	15,004	15,695	8,350
2016	영등포구	여의동	7,966	152,605	57,575	4,046	1,860	135,297	49,136	8,247	4,253	5,015	2,326
2016	영등포구	당산1동	3,183	18,621	7,997	2,677	1,014	12,308	5,279	2,119	750	1,517	954
2016	영등포구	당산2동	2,306	21,446	9,552	1,759	763	15,043	6,465	2,433	864	2,211	1,460
2016	영등포구	양평1동	3,246	23,475	9,752	2,655	557	16,985	7,515	3,246	1,396	589	284
2016	영등포구	양평2동	2,154	19,830	7,540	1,570	613	15,832	5,610	1,522	874	906	443
2016	영등포구	신길1동	1,176	6,721	2,949	1,274	594	4,443	1,687	781	464	223	204
2016	영등포구	신길3동	985	2,745	1,394	1,097	492	1,352	748	225	122	71	32
2016	영등포구	신길4동	491	1,691	951	534	209	775	423	257	195	125	124
2016	영등포구	신길5동	655	3,031	1,171	677	251	1,553	677	665	174	136	69
2016	영등포구	신길6동	1,277	4,697	2,514	1,292	539	2,646	1,408	518	358	241	209
2016	영등포구	신길7동	533	2,676	1,343	482	210	1,829	914	298	189	67	30
2016	영등포구	대림1동	1,128	4,251	2,459	1,201	574	2,651	1,653	334	197	65	35
2016	영등포구	대림2동	1,390	4,513	2,348	1,515	742	2,514	1,286	350	227	134	93
2016	영등포구	대림3동	2,807	11,203	4,555	2,743	888	7,199	3,109	979	372	282	186
2016	영등포구	영등포본동	1,470	5,715	2,995	1,420	644	2,857	1,479	1,346	823	92	49
2016	영등포구	영등포동	6,524	39,392	18,595	6,042	2,407	26,189	12,644	4,414	2,311	2,747	1,233
2016	영등포구	도림동	984	3,334	1,305	943	381	2,008	821	305	46	78	57
2016	영등포구	문래동	5,403	40,679	15,712	4,373	1,163	31,370	12,598	3,740	1,389	1,196	562
2016	동작구	소계	19,747	108,058	54,506	20,596	9,236	63,615	31,816	18,660	10,290	5,187	3,164
2016	동작구	노량진2동	1,554	6,340	2,852	1,832	806	3,654	1,484	663	434	191	128
2016	동작구	상도1동	1,704	8,381	3,934	1,750	787	4,228	1,897	2,072	1,109	331	141
2016	동작구	상도2동	1,287	4,543	2,408	1,340	627	2,344	1,258	714	410	145	113
2016	동작구	상도3동	946	2,683	1,434	1,045	457	1,151	679	327	160	160	138
2016	동작구	상도4동	983	2,910	1,614	1,085	440	1,466	954	257	138	102	82
2016	동작구	사당1동	1,845	9,566	4,890	1,752	756	4,469	2,009	1,586	937	1,759	1,188
2016	동작구	사당3동	1,005	4,316	2,123	971	395	2,661	1,340	605	327	79	61
2016	동작구	사당4동	684	1,738	954	761	333	743	473	205	119	29	29
2016	동작구	사당5동	506	1,709	815	494	191	910	486	205	108	100	30
2016	동작구	대방동	1,660	12,152	5,329	1,581	674	8,033	3,772	2,050	651	488	232
2016	동작구	신대방1동	1,060	4,364	2,262	1,093	539	2,371	1,196	498	233	402	294
2016	동작구	신대방2동	1,219	24,086	12,789	1,076	496	18,667	9,445	3,795	2,422	548	426
2016	동작구	흑석동	1,495	10,142	5,433	1,577	766	5,461	2,894	3,064	1,751	40	22
2016	동작구	노량진1동	2,148	9,310	4,608	2,515	1,163	4,432	2,348	1,717	890	646	207
2016	동작구	사당2동	1,651	5,818	3,061	1,724	806	3,025	1,581	902	601	167	73
2016	관악구	소계	26,377	113,781	53,995	27,423	11,581	58,890	28,837	21,200	9,647	6,268	3,930
2016	관악구	보라매동	1,397	6,434	3,199	1,331	624	3,830	1,975	712	409	561	191
2016	관악구	청림동	443	1,185	671	484	249	553	338	133	80	15	4
2016	관악구	행운동	1,464	6,151	3,271	1,496	671	2,628	1,412	961	546	1,066	642
2016	관악구	낙성대동	1,265	7,741	3,562	1,185	505	4,962	2,207	1,129	590	465	260
2016	관악구	중앙동	1,086	5,076	2,575	1,072	423	2,346	1,334	1,091	405	567	413
2016	관악구	인헌동	1,047	4,006	2,142	1,135	498	2,279	1,302	522	302	70	40
2016	관악구	남현동	874	5,163	2,276	835	374	2,960	1,190	900	478	468	234
2016	관악구	서원동	1,296	7,974	4,014	1,308	579	4,113	2,217	2,051	832	502	386
2016	관악구	신원동	851	2,453	1,383	1,017	466	917	530	390	275	129	112
2016	관악구	서림동	1,316	3,296	1,261	1,379	402	1,389	602	432	201	96	56
2016	관악구	신사동	1,422	4,712	2,184	1,585	706	1,786	885	1,043	388	298	205
2016	관악구	신림동	1,623	5,671	2,842	1,798	842	2,299	1,072	1,312	729	262	199
2016	관악구	난향동	420	1,926	1,008	444	173	1,241	719	241	116	-	-
2016	관악구	조원동	2,184	7,073	2,980	2,319	900	3,583	1,450	965	511	206	119
2016	관악구	대학동	1,701	12,609	5,611	1,752	774	8,214	3,540	2,367	1,168	276	129
2016	관악구	은천동	1,596	7,330	3,479	1,606	668	3,522	1,749	1,631	582	571	480
2016	관악구	성현동	880	2,964	1,523	877	340	1,674	923	290	169	123	91
2016	관악구	청룡동	1,866	11,207	4,636	1,856	818	5,711	2,590	3,382	1,044	258	184
2016	관악구	난곡동	959	2,411	1,230	1,074	402	1,081	682	251	142	5	4
2016	관악구	삼성동	1,062	2,372	1,211	1,162	469	1,035	604	134	101	41	37
2016	관악구	미성동	1,625	6,027	2,937	1,708	698	2,767	1,516	1,263	579	289	144
2016	서초구	소계	46,404	427,227	169,985	32,863	14,114	315,272	129,096	65,908	20,252	13,184	6,523
2016	서초구	서초1동	3,626	29,810	11,754	2,283	824	23,697	9,682	3,528	1,085	302	163
2016	서초구	서초2동	4,406	48,060	18,861	2,393	1,040	36,303	14,559	6,413	1,724	2,951	1,538
2016	서초구	서초3동	7,466	74,335	28,598	4,610	1,564	57,741	22,938	9,737	3,026	2,247	1,070
2016	서초구	서초4동	2,916	27,163	13,618	2,245	918	21,283	10,755	2,869	1,531	766	414
2016	서초구	잠원동	2,273	16,956	6,749	1,693	748	13,433	5,099	1,460	620	370	282
2016	서초구	반포본동	677	2,727	1,498	626	370	1,501	695	328	240	272	193
2016	서초구	반포1동	1,517	8,836	4,156	1,211	570	6,034	2,957	1,327	509	264	120
2016	서초구	반포2동	452	2,841	1,481	391	215	1,992	1,073	446	181	12	12
2016	서초구	반포3동	922	7,073	3,705	776	401	4,655	2,549	1,422	620	220	135
2016	서초구	반포4동	3,594	32,423	15,991	3,064	1,686	22,922	11,195	5,694	2,696	743	414
2016	서초구	방배본동	1,670	10,580	4,697	1,416	664	7,987	3,448	918	461	259	124
2016	서초구	방배1동	1,767	14,930	6,352	1,358	626	9,406	4,913	3,894	724	272	89
2016	서초구	방배2동	1,957	17,422	7,749	1,563	670	11,580	4,961	3,234	1,406	1,045	712
2016	서초구	방배3동	1,222	13,934	4,542	863	384	8,759	3,215	3,994	799	318	144
2016	서초구	방배4동	2,384	14,073	6,199	1,866	779	10,048	4,539	1,425	554	734	327
2016	서초구	양재1동	3,631	46,647	15,690	2,398	999	34,037	12,836	9,466	1,587	746	268
2016	서초구	양재2동	5,257	50,006	15,658	3,479	1,393	38,372	11,975	6,569	1,818	1,586	472
2016	서초구	내곡동	667	9,411	2,687	628	263	5,522	1,707	3,184	671	77	46
2016	강남구	소계	72,281	689,623	297,638	46,911	19,866	529,416	228,664	85,469	34,613	27,827	14,495
2016	강남구	신사동	4,503	27,741	14,505	3,364	1,487	20,080	10,701	3,386	1,840	911	477
2016	강남구	논현1동	5,788	44,157	20,793	3,844	1,537	34,858	16,505	4,123	1,931	1,332	820
2016	강남구	논현2동	5,656	60,642	25,142	3,344	1,366	47,582	20,149	7,705	2,515	2,011	1,112
2016	강남구	삼성1동	4,330	66,958	27,094	2,065	919	59,311	23,731	4,683	1,955	899	489
2016	강남구	삼성2동	3,734	38,887	15,257	2,219	973	28,454	11,624	6,491	1,586	1,723	1,074
2016	강남구	대치1동	1,066	7,154	3,816	912	456	4,324	2,252	1,133	722	785	386
2016	강남구	대치4동	3,716	27,829	12,229	2,756	1,166	19,544	7,750	2,853	1,722	2,676	1,591
2016	강남구	역삼1동	15,079	147,157	61,519	8,214	3,298	112,813	46,561	18,369	7,706	7,761	3,954
2016	강남구	역삼2동	3,416	38,937	17,135	1,942	845	31,736	14,145	3,530	1,277	1,729	868
2016	강남구	도곡1동	1,614	17,135	6,857	1,146	478	12,279	5,145	3,028	800	682	434
2016	강남구	도곡2동	1,926	22,629	9,337	1,169	587	16,953	7,050	3,848	1,528	659	172
2016	강남구	개포1동	503	1,616	576	506	208	932	285	132	52	46	31
2016	강남구	개포4동	2,221	12,024	4,066	1,522	525	8,113	2,858	2,188	628	201	55
2016	강남구	일원본동	564	8,402	5,863	536	250	7,533	5,417	295	174	38	22
2016	강남구	일원1동	1,870	7,340	2,951	1,859	413	3,109	1,414	2,122	972	250	152
2016	강남구	일원2동	636	10,125	2,763	517	230	8,925	2,046	659	471	24	16
2016	강남구	수서동	1,584	15,857	6,051	875	329	10,465	3,925	4,240	1,714	277	83
2016	강남구	세곡동	950	5,285	2,269	850	327	3,376	1,507	547	366	512	69
2016	강남구	압구정동	4,314	29,474	16,463	3,084	1,424	21,333	12,053	3,331	2,057	1,726	929
2016	강남구	청담동	4,497	39,652	19,511	3,052	1,518	29,271	15,230	5,870	2,046	1,459	717
2016	강남구	대치2동	3,468	57,241	21,415	2,315	1,150	46,417	17,069	6,418	2,175	2,091	1,021
2016	강남구	개포2동	846	3,381	2,026	820	380	2,008	1,247	518	376	35	23
2016	송파구	소계	45,555	312,661	127,082	38,668	16,332	208,191	85,027	55,829	19,676	9,973	6,047
2016	송파구	풍납1동	770	2,443	1,335	830	377	1,282	717	195	109	136	132
2016	송파구	풍납2동	1,182	15,395	9,100	1,131	488	13,044	8,056	922	490	298	66
2016	송파구	거여1동	881	3,041	1,444	926	362	1,420	652	409	186	286	244
2016	송파구	거여2동	951	4,152	1,883	931	354	2,241	907	434	187	546	435
2016	송파구	마천1동	948	2,165	999	980	370	911	460	206	118	68	51
2016	송파구	마천2동	1,373	4,414	2,028	1,384	564	2,547	1,129	437	307	46	28
2016	송파구	방이1동	1,326	12,889	4,110	1,163	531	6,453	2,571	4,839	701	434	307
2016	송파구	방이2동	2,969	22,135	9,423	2,403	1,022	15,793	6,750	2,426	906	1,513	745
2016	송파구	오륜동	516	4,514	2,107	378	235	3,420	1,444	647	386	69	42
2016	송파구	오금동	2,427	16,661	6,518	2,204	861	11,917	4,835	2,362	723	178	99
2016	송파구	송파1동	2,487	13,710	5,174	2,161	795	6,013	2,369	5,174	1,757	362	253
2016	송파구	송파2동	936	6,088	2,368	888	424	3,691	1,530	1,307	272	202	142
2016	송파구	석촌동	2,663	13,767	5,682	2,512	1,091	8,067	3,616	2,763	681	425	294
2016	송파구	삼전동	2,050	14,868	4,510	2,003	862	6,731	2,573	5,676	972	458	103
2016	송파구	가락본동	3,598	28,777	11,826	2,615	1,084	19,564	7,999	5,521	1,978	1,077	765
2016	송파구	가락1동	2,865	10,639	3,125	1,244	481	8,680	2,375	689	257	26	12
2016	송파구	가락2동	1,909	10,539	4,602	1,659	738	7,084	2,959	1,577	737	219	168
2016	송파구	문정1동	1,381	8,917	3,535	1,184	511	6,333	2,345	1,257	621	143	58
2016	송파구	문정2동	3,823	24,211	7,759	2,790	853	17,553	5,782	3,656	1,058	212	66
2016	송파구	장지동	1,426	10,324	3,724	1,298	516	7,973	2,734	822	365	231	109
2016	송파구	위례동	329	2,815	890	304	150	2,145	510	362	229	4	1
2016	송파구	잠실본동	3,149	22,442	9,463	3,003	1,359	13,782	6,136	4,749	1,400	908	568
2016	송파구	잠실4동	503	2,071	1,290	522	282	1,158	735	288	191	103	82
2016	송파구	잠실6동	2,493	39,676	15,099	1,812	714	31,463	10,919	4,813	2,365	1,588	1,101
2016	송파구	잠실7동	199	1,194	656	192	110	809	466	183	79	10	1
2016	송파구	잠실2동	821	4,616	2,461	766	414	2,825	1,521	781	471	244	55
2016	송파구	잠실3동	1,580	10,198	5,971	1,385	784	5,292	2,937	3,334	2,130	187	120
2016	강동구	소계	30,268	141,100	65,306	30,491	12,372	81,381	37,955	21,632	9,536	7,596	5,443
2016	강동구	강일동	946	15,030	3,611	874	308	11,781	2,759	2,108	351	267	193
2016	강동구	상일동	1,018	5,201	2,818	1,030	346	3,403	1,964	557	348	211	160
2016	강동구	명일1동	1,681	6,083	3,631	1,819	892	2,936	1,800	911	599	417	340
2016	강동구	명일2동	1,151	4,698	2,650	1,150	553	2,523	1,454	662	384	363	259
2016	강동구	고덕1동	610	1,993	1,012	614	251	1,150	649	194	84	35	28
2016	강동구	고덕2동	1,786	3,245	978	1,818	260	1,193	615	200	90	34	13
2016	강동구	암사2동	864	5,139	2,598	886	377	2,699	1,493	1,310	555	244	173
2016	강동구	암사3동	609	2,009	1,091	628	257	1,212	742	158	87	11	5
2016	강동구	천호1동	1,529	5,643	2,953	1,591	618	2,737	1,521	1,107	647	208	167
2016	강동구	천호3동	1,863	7,584	3,488	1,849	789	4,537	1,971	768	384	430	344
2016	강동구	성내1동	2,105	18,175	7,292	1,786	679	11,048	4,676	4,453	1,374	888	563
2016	강동구	성내2동	1,978	7,625	4,091	2,001	859	3,421	1,886	1,254	596	949	750
2016	강동구	성내3동	2,461	9,455	4,531	2,535	1,131	5,389	2,632	1,272	669	259	99
2016	강동구	둔촌1동	408	1,371	577	407	188	876	345	50	28	38	16
2016	강동구	둔촌2동	1,637	9,468	4,636	1,583	633	6,436	3,286	1,080	480	369	237
2016	강동구	암사1동	1,927	5,510	2,651	2,123	864	2,354	1,215	869	466	164	106
2016	강동구	천호2동	3,707	14,190	7,451	3,718	1,679	7,774	4,042	1,861	1,092	837	638
2016	강동구	길동	3,988	18,681	9,247	4,079	1,688	9,912	4,905	2,818	1,302	1,872	1,352
